year,age,original_proportion,tinyvast_proportion,percent_change,direction
2011,15,0.01372392,0.014050784,2.3817101819305244,Increase
2012,1,0.129875165,0.135464404,4.303547179324102,Increase
2012,2,0.02090094,0.021319734,2.0037089240962374,Increase
2012,3,0.049400306,0.04880601,-1.2030208881702091,Decrease
2012,4,0.425415302,0.418469138,-1.6327959919034547,Decrease
2012,5,0.096561313,0.096131834,-0.4447733638418903,Decrease
2012,6,0.144581912,0.144657855,0.05252593422612573,Increase
2012,7,0.045911518,0.04603551,0.2700673064218947,Increase
2012,8,0.017195801,0.017287002,0.5303678496860895,Increase
2012,9,0.011476014,0.011618667,1.2430535550061157,Increase
2012,10,0.015760147,0.016021686,1.6594959425188205,Increase
2012,11,0.012675498,0.012900356,1.773957914710725,Increase
2012,12,0.010964986,0.011201177,2.1540474379082672,Increase
2012,13,0.009448838,0.009748209,3.1683366780126976,Increase
2012,14,0.003394853,0.003527157,3.8971937812918482,Increase
2012,15,0.006437408,0.006811262,5.807523773543635,Increase
2013,1,0.11353465,0.11437687,0.741817586084957,Increase
2013,2,0.012077138,0.01236503,2.3837766861652274,Increase
2013,3,0.02466502,0.024833714,0.6839402522276506,Increase
2013,4,0.102611253,0.10244853,-0.15858202218815465,Decrease
2013,5,0.49516606,0.493198282,-0.3973975922340136,Decrease
2013,6,0.111709494,0.111708014,-0.0013248650110365974,Decrease
2013,7,0.06811415,0.068208867,0.13905627538478868,Increase
2013,8,0.023829067,0.023843027,0.05858391350362296,Increase
2013,9,0.008070354,0.008053859,-0.20439004286553045,Decrease
2013,10,0.007211783,0.007237017,0.34989960180443375,Increase
2013,11,0.009471001,0.00956862,1.0307147048131469,Increase
2013,12,0.007180661,0.007263498,1.153612459911428,Increase
2013,13,0.006908489,0.007031945,1.7870188401544835,Increase
2013,14,0.003956081,0.004086563,3.2982641154212837,Increase
2013,15,0.005494801,0.005776166,5.120567605633042,Increase
2014,1,0.130239846,0.129870241,-0.28378795841020504,Decrease
2014,2,0.025025575,0.024389104,-2.543282222286599,Decrease
2014,3,0.014292702,0.014323583,0.21606131576801713,Increase
2014,4,0.025357173,0.025534384,0.6988594509332725,Increase
2014,5,0.118027317,0.11890657,0.7449572034243535,Increase
2014,6,0.397629233,0.397425402,-0.05126157311478232,Decrease
2014,7,0.196086103,0.195989473,-0.04927937192979668,Decrease
2014,8,0.041169462,0.04094259,-0.5510686537511615,Decrease
2014,9,0.02239123,0.022338012,-0.23767341052724975,Decrease
2014,10,0.008089347,0.008096511,0.08856091845238528,Increase
2014,11,0.003166572,0.003196311,0.939154391562863,Increase
2014,12,0.004528035,0.004579844,1.1441828519435007,Increase
2014,13,0.004708243,0.004776795,1.4559996159926403,Increase
2014,14,0.002331719,0.002406956,3.2266752554660374,Increase
2014,15,0.006957442,0.007224224,3.8344839956984083,Increase
2015,1,0.082812484,0.082411749,-0.4839065085887283,Decrease
2015,2,0.052784153,0.053601217,1.5479342824729978,Increase
2015,3,0.157242642,0.159538998,1.460390114788328,Increase
2015,4,0.042131165,0.04333779,2.8639725485872582,Increase
2015,5,0.086169904,0.08620155,0.036725119248126686,Increase
2015,6,0.155486229,0.154427223,-0.6810931146834883,Decrease
2015,7,0.29275555,0.290526423,-0.761429458809576,Decrease
2015,8,0.086475969,0.085865919,-0.7054561019142797,Decrease
2015,9,0.021880188,0.021753281,-0.5800087275301247,Decrease
2015,10,0.010829956,0.010840251,0.09506040467754849,Increase
2015,11,0.00155299,0.001541233,-0.757055744080776,Decrease
2015,12,0.001475787,0.001440599,-2.3843549238474124,Decrease
2015,13,0.002800874,0.002824191,0.832490144147867,Increase
2015,14,0.001714065,0.001727329,0.773832964327492,Increase
2015,15,0.003888043,0.003962248,1.9085437069497413,Increase
2016,1,0.05553847,0.053932296,-2.8920026064816007,Decrease
2016,2,0.034503976,0.035131214,1.8178716562983994,Increase
2016,3,0.050919437,0.051362638,0.8703965049731485,Increase
2016,4,0.281381738,0.286919035,1.9678949456201016,Increase
2016,5,0.118823849,0.118580127,-0.20511202258731898,Decrease
2016,6,0.083941958,0.082530887,-1.6810079650512797,Decrease
2016,7,0.123669421,0.121896284,-1.4337715707426235,Decrease
2016,8,0.188242726,0.186820605,-0.7554719538007532,Decrease
2016,9,0.037914195,0.037815537,-0.2602138855908573,Decrease
2016,10,0.015523869,0.015487973,-0.2312310159277871,Decrease
2016,11,0.00559824,0.005530018,-1.21863299894252,Decrease
2016,12,0.00122601,0.001234657,0.7052960416309708,Increase
2016,13,0.001281081,0.001299688,1.4524452396062317,Increase
2016,14,4.64466e-4,4.72772e-4,1.7882902085405543,Increase
2016,15,9.70565e-4,9.86268e-4,1.6179235805948133,Increase
2017,1,0.056279976,0.056682376,0.7149967512423907,Increase
2017,2,0.023088722,0.022618428,-2.0368992272504283,Decrease
2017,3,0.039140235,0.037884998,-3.207024689555388,Decrease
2017,4,0.190209034,0.188454858,-0.9222359017921284,Decrease
2017,5,0.251060973,0.251411208,0.13950196871099377,Increase
2017,6,0.114721988,0.115156838,0.37904677872214043,Increase
2017,7,0.08840937,0.088824559,0.46962103677471784,Increase
2017,8,0.082933294,0.083497874,0.6807639884652297,Increase
2017,9,0.106009463,0.107013333,0.9469626310624778,Increase
2017,10,0.030427206,0.030624899,0.6497244604056063,Increase
2017,11,0.0116804,0.011761082,0.6907468922297209,Increase
2017,12,0.003922613,0.003956814,0.8718933017353533,Increase
2017,13,5.95303e-4,6.00344e-4,0.846795665400646,Increase
2017,14,3.50202e-4,3.46723e-4,-0.993426650904327,Decrease
2017,15,0.001171222,0.001165666,-0.4743763351439673,Decrease
2018,1,0.140789756,0.144550581,2.671234830465949,Increase
2018,2,0.059039298,0.058434865,-1.0237808044397725,Decrease
2018,3,0.031373159,0.030749143,-1.989012327384686,Decrease
2018,4,0.045460761,0.046020322,1.230865888936615,Increase
2018,5,0.312076604,0.309957668,-0.6789794469821776,Decrease
2018,6,0.191813842,0.190798569,-0.5293012169580602,Decrease
2018,7,0.066483839,0.066336518,-0.22158918951717846,Decrease
2018,8,0.04837531,0.048314757,-0.12517335806219726,Decrease
2018,9,0.049692484,0.049730096,0.07568951473627152,Increase
2018,10,0.040735741,0.040901318,0.406466154623283,Increase
2018,11,0.011411513,0.01143867,0.23797896037098565,Increase
2018,12,0.001777353,0.001790317,0.7293992808406701,Increase
2018,13,2.27876e-4,2.27569e-4,-0.1347223928803424,Decrease
2018,14,3.74776e-5,3.67e-5,-2.074839370717453,Decrease
2018,15,7.04988e-4,7.12897e-4,1.121863067172768,Increase
2019,1,0.160915256,0.161086996,0.1067269842953881,Increase
2019,2,0.042839849,0.042863301,0.05474342358209572,Increase
2019,3,0.035612277,0.035236828,-1.0542684479287858,Decrease
2019,4,0.036944666,0.037140078,0.528931564843485,Increase
2019,5,0.105673296,0.105464894,-0.19721349469405822,Decrease
2019,6,0.376941193,0.377094919,0.04078248884832419,Increase
2019,7,0.150537899,0.150657378,0.07936805335645455,Increase
2019,8,0.035779775,0.035725334,-0.15215579192435474,Decrease
2019,9,0.025798375,0.02580107,0.01044639439499765,Increase
2019,10,0.01526525,0.015267005,0.011496700021295774,Increase
2019,11,0.00802638,0.008011692,-0.18299656881431994,Decrease
2019,12,0.003644702,0.00363822,-0.17784718750668582,Decrease
2019,13,0.001440253,0.001434731,-0.38340486011832586,Decrease
2019,14,4.15118e-4,4.13555e-4,-0.3765194474824022,Decrease
2019,15,1.65711e-4,1.63999e-4,-1.0331239326296904,Decrease
2021,1,0.111175348,0.109302055,-1.6849895536193853,Decrease
2021,2,0.085953648,0.090076556,4.796664360307323,Increase
2021,3,0.211570856,0.211663784,0.0439228737629119,Increase
2021,4,0.081147837,0.081576176,0.5278501754766425,Increase
2021,5,0.074197631,0.07482048,0.8394459386445839,Increase
2021,6,0.054066771,0.054020318,-0.08591783666903624,Decrease
2021,7,0.137778715,0.137242475,-0.38920380408540856,Decrease
2021,8,0.159087032,0.157356798,-1.0876021623182945,Decrease
2021,9,0.042216564,0.041645473,-1.3527652321491532,Decrease
2021,10,0.016390562,0.016215476,-1.0682123041296654,Decrease
2021,11,0.013731925,0.01354535,-1.3586951574524424,Decrease
2021,12,0.00889503,0.008767476,-1.4339917909214495,Decrease
2021,13,0.001939568,0.001932066,-0.3867871608523106,Decrease
2021,14,0.001377789,0.001367639,-0.7366875479481984,Decrease
2021,15,4.70725e-4,4.67876e-4,-0.6052366031122262,Decrease
2022,1,0.069243486,0.069393281,0.21633081846860544,Increase
2022,2,0.029955316,0.029619521,-1.1209863384515786,Decrease
2022,3,0.051166532,0.050652934,-1.0037772346970946,Decrease
2022,4,0.341656072,0.342410746,0.22088704455983174,Increase
2022,5,0.159691322,0.160746053,0.6604810999059819,Increase
2022,6,0.062220556,0.062274995,0.08749359295342267,Increase
2022,7,0.069146634,0.069195445,0.0705905655508782,Increase
2022,8,0.097428298,0.096942742,-0.49837265965582006,Decrease
2022,9,0.073000327,0.072575947,-0.5813398616693894,Decrease
2022,10,0.023183746,0.023009189,-0.7529283662786947,Decrease
2022,11,0.009887303,0.009840205,-0.47634830246428805,Decrease
2022,12,0.008238677,0.008163882,-0.9078520738220351,Decrease
2022,13,0.003178255,0.003178656,0.01261698636516371,Increase
2022,14,0.001816896,0.001804916,-0.6593663038500815,Decrease
2022,15,1.8658e-4,1.91488e-4,2.630507021116948,Increase
2023,1,0.133870738,0.137823943,2.9530015738017488,Increase
2023,2,0.045932713,0.046919474,2.1482750213339297,Increase
2023,3,0.041074841,0.040865978,-0.5084937516861078,Decrease
2023,4,0.076468468,0.075470012,-1.3057094330698438,Decrease
2023,5,0.33054063,0.324279993,-1.8940597408554625,Decrease
2023,6,0.097147029,0.096322296,-0.8489533941382749,Decrease
2023,7,0.05352485,0.05228464,-2.3170732846518924,Decrease
2023,8,0.053240565,0.050827934,-4.531565358106171,Decrease
2023,9,0.084524249,0.084202934,-0.38014534740202494,Decrease
2023,10,0.059698642,0.060431746,1.2280078330759991,Increase
2023,11,0.012742319,0.015145606,18.860672064480575,Increase
2023,12,0.005287305,0.008185838,54.82061276964353,Increase
2023,13,0.003238908,0.004563824,40.90625605914092,Increase
2023,14,0.001280395,0.001406192,9.824858734999745,Increase
2023,15,0.001428347,0.00126959,-11.114736125045248,Decrease
2024,1,0.098637527,0.108073314,9.566122840853462,Increase
2024,2,0.066477214,0.060682921,-8.716209135960488,Decrease
2024,3,0.05911436,0.056898736,-3.7480300894740286,Decrease
2024,4,0.040173573,0.039147854,-2.5532182561904424,Decrease
2024,5,0.126037352,0.124620031,-1.1245245774443002,Decrease
2024,6,0.412724652,0.410873786,-0.448450556813361,Decrease
2024,7,0.091499397,0.091317377,-0.19893027273173297,Decrease
2024,8,0.028518593,0.028591806,0.2567202386176714,Increase
2024,9,0.026885003,0.027135834,0.932977392637821,Increase
2024,10,0.024196944,0.024864851,2.7602948537633463,Increase
2024,11,0.016530097,0.017546707,6.150054654851699,Increase
2024,12,0.006222237,0.006841004,9.944446024797834,Increase
2024,13,0.001969535,0.002135507,8.426963724940146,Increase
2024,14,7.51052e-4,9.27869e-4,23.542577611137446,Increase
2024,15,2.62465e-4,3.42404e-4,30.4570133160612,Increase
