Date,cm,N,B,Date,cm,N,B,Date,cm,N,B,Date,cm,N,B,Date,cm,N,B,Date,cm,N,B,Date,cm,N,B,Date,cm,N,B,Date,cm,N,B,Date,cm,N,B,Date,cm,N,B,Date,cm,N,B,Date,cm,N,B,Date,cm,N,B,Date,cm,N,B
11/15/97,52,12.69335381,12.25984337,10/15/98,52,9.946625,9.609058598,10/15/99,52,8.130933702,8.340471765,9/15/00,52,3.36832,3.666031808,11/15/01,52,0.738222,0.757246335,7/15/02,52,0.141059,0.137712,8/15/02,52,5.79815141,5.81874324,8/15/03,52,0,0,9/15/03,52,0.961528601,0.979248541,7/15/05,52,4.347203,3.722779,7/15/07,52,2.5977823,2.0733367,9/15/07,52,2.099268,1.921395,9/15/08,52,0,0,9/15/09,52,1.242891,1.2446946,9/15/10,52,7.20847,6.961524
11/15/97,53,9.02022283,9.226102108,10/15/98,53,8.055504578,8.24007923,10/15/99,53,7.789303446,8.461900244,9/15/00,53,3.1771,3.660992217,11/15/01,53,1.578237,1.714515829,7/15/02,53,0.079048,0.081779,8/15/02,53,4.35383867,4.64647412,8/15/03,53,2.143944337,2.313409456,9/15/03,53,2.029893712,2.190343858,7/15/05,53,2.412385,2.178088,7/15/07,53,3.145617,2.7533772,9/15/07,53,0.886374,0.876154,9/15/08,53,0,0,9/15/09,53,1.7932566,1.9316597,9/15/10,53,0.726673,0.688205
11/15/97,54,7.468653127,8.080488383,10/15/98,54,7.443144267,8.053654549,10/15/99,54,7.239203495,8.319808697,9/15/00,54,1.653013,2.014493764,11/15/01,54,0.882669,1.014426135,7/15/02,54,0.104446,0.114375,8/15/02,54,4.48376304,5.06150273,8/15/03,54,0,0,9/15/03,54,1.388874645,1.586138051,7/15/05,54,3.158756,3.003941,7/15/07,54,3.4166096,3.3337408,9/15/07,54,0.202156,0.226955,9/15/08,54,0,0,9/15/09,54,2.1287288,2.4335266,9/15/10,54,1.235,1.400589
11/15/97,55,4.118643223,4.707865185,10/15/98,55,6.019378328,6.88032614,10/15/99,55,5.045075812,6.127662258,9/15/00,55,2.050902,2.640644931,11/15/01,55,0.807236,0.980454953,7/15/02,55,0.045199,0.05233,8/15/02,55,6.0548919,7.23893074,8/15/03,55,0.760754442,0.918563635,9/15/03,55,0.854692089,1.031987497,7/15/05,55,0.617559,0.617988,7/15/07,55,1.7587908,1.7928469,9/15/07,55,0.279912,0.331991,9/15/08,55,0,0,9/15/09,55,2.6186991,3.1653059,9/15/10,55,0.928484,0.999949
11/15/97,56,3.689911696,4.454017951,10/15/98,56,3.041078597,3.670750055,10/15/99,56,7.028634513,9.013015406,9/15/00,56,1.485961,2.019378561,11/15/01,56,0.70809,0.908003691,7/15/02,56,0.021011,0.025695,8/15/02,56,5.49945516,6.94625973,8/15/03,56,1.659827874,2.116794994,9/15/03,56,0.320509534,0.408748995,7/15/05,56,0.289626,0.304712,7/15/07,56,1.6876783,1.8229835,9/15/07,56,0.202156,0.253087,9/15/08,56,0,0,9/15/09,56,2.1358399,2.7313478,9/15/10,56,1.138877,1.272331
11/15/97,57,3.059418738,3.894456035,10/15/98,57,7.602571341,9.677361917,10/15/99,57,5.486076314,7.420203237,9/15/00,57,1.335605,1.913897233,11/15/01,57,0.376062,0.508643393,7/15/02,57,0.043162,0.055732,8/15/02,57,4.89147976,6.52444273,8/15/03,57,0,0,9/15/03,57,0,0,7/15/05,57,0.058623,0.064781,7/15/07,57,0.5045399,0.5753993,9/15/07,57,0.124412,0.164231,9/15/08,57,0,0,9/15/09,57,1.2363942,1.641231,9/15/10,57,1.43145,1.704757
11/15/97,58,7.440409886,9.978718145,10/15/98,58,5.099053272,6.84331652,10/15/99,58,5.344406865,7.617378923,9/15/00,58,2.280471,3.442665553,11/15/01,58,0.631556,0.900156273,7/15/02,58,0.021202,0.028876,8/15/02,58,5.53114445,7.79001577,8/15/03,58,0,0,9/15/03,58,0,0,7/15/05,58,0.058623,0.067991,7/15/07,58,0.4945514,0.6104169,9/15/07,58,0.093308,0.129769,9/15/08,58,0,0,9/15/09,58,3.5960149,5.1261569,9/15/10,58,0.917921,1.177595
11/15/97,59,2.742470401,3.872005254,10/15/98,59,6.191176961,8.742170434,10/15/99,59,5.698808739,8.551716112,9/15/00,59,2.650621,4.211732354,11/15/01,59,0.646437,0.970052859,7/15/02,59,0.031108,0.044639,8/15/02,59,4.89995513,7.27188708,8/15/03,59,0.691594947,1.033370179,9/15/03,59,1.068365112,1.59633417,7/15/05,59,0.602223,0.732373,7/15/07,59,1.5621174,1.8139717,9/15/07,59,0.124412,0.182103,9/15/08,59,0,0,9/15/09,59,1.3972108,2.084905,9/15/10,59,0.656094,0.865619
11/15/97,60,3.125376951,4.644126618,10/15/98,60,4.111413439,6.109265648,10/15/99,60,3.846528977,6.071912159,9/15/00,60,2.054309,3.432795266,11/15/01,60,0.648266,1.023315886,7/15/02,60,0.010559,0.015965,8/15/02,60,4.79624788,7.49549119,8/15/03,60,0,0,9/15/03,60,0.854692089,1.343903263,7/15/05,60,0.602223,0.767367,7/15/07,60,1.2245505,1.6491826,9/15/07,60,0.093308,0.143636,9/15/08,60,0,0,9/15/09,60,1.8611714,2.9211167,9/15/10,60,0.654076,0.887372
11/15/97,61,2.948560182,4.603762341,10/15/98,61,5.530763615,8.639248268,10/15/99,61,4.057682243,6.732220643,9/15/00,61,1.317494,2.313333757,11/15/01,61,0.082037,0.136110013,7/15/02,61,0.020952,0.033267,8/15/02,61,4.86605587,8.00166611,8/15/03,61,1.244870905,2.058119798,9/15/03,61,0,0,7/15/05,61,0.058623,0.078215,7/15/07,61,0.0785674,0.1114922,9/15/07,61,0.093308,0.150939,9/15/08,61,0,0,9/15/09,61,0.8580604,1.3877306,9/15/10,61,0.547798,0.787253
11/15/97,62,1.202475437,1.972118797,10/15/98,62,4.177984747,6.852272774,10/15/99,62,3.914734954,6.821107323,9/15/00,62,2.629988,4.848430789,11/15/01,62,0.003776,0.006579373,7/15/02,62,0,0,8/15/02,62,3.92817068,6.7925362,8/15/03,62,0,0,9/15/03,62,0,0,7/15/05,62,1.726351,2.409462,7/15/07,62,0.2219334,0.3229264,9/15/07,62,0,0,9/15/08,62,0,0,9/15/09,62,1.9906864,3.4864807,9/15/10,62,0.426636,0.638594
11/15/97,63,3.29613068,5.670266169,10/15/98,63,5.000374019,8.605643686,10/15/99,63,3.705324848,6.775021073,9/15/00,63,1.12755,2.180732962,11/15/01,63,0.269451,0.492679125,7/15/02,63,0.022196,0.038883,8/15/02,63,3.33692881,6.06240135,8/15/03,63,0.553275958,1.008817511,9/15/03,63,0.961528601,1.75320629,7/15/05,63,0,0,7/15/07,63,0.1320379,0.1981671,9/15/07,63,0,0,9/15/08,63,0,0,9/15/09,63,0.9584443,1.7144362,9/15/10,63,0.505932,0.790682
11/15/97,64,3.212744212,5.795650126,10/15/98,64,3.881409203,7.002062203,10/15/99,64,4.04482202,7.755074449,9/15/00,64,0.512011,1.038095574,11/15/01,64,0.338904,0.649775377,7/15/02,64,0.054159,0.099599,8/15/02,64,4.40594403,8.39794798,8/15/03,64,0,0,9/15/03,64,0,0,7/15/05,64,0,0,7/15/07,64,0.1320379,0.2077459,9/15/07,64,0.015554,0.029054,9/15/08,64,0,0,9/15/09,64,0.2997428,0.5526121,9/15/10,64,0.717953,1.215314
11/15/97,65,2.243665727,4.241035606,10/15/98,65,2.374656573,4.490808413,10/15/99,65,3.938459222,7.912171179,9/15/00,65,0.472062,1.002607043,11/15/01,65,0.097971,0.196818928,7/15/02,65,0.231169,0.44537,8/15/02,65,3.06044517,6.12095191,8/15/03,65,0,0,9/15/03,65,0,0,7/15/05,65,0.117241,0.186586,7/15/07,65,0.1138677,0.1930282,9/15/07,65,0.015554,0.030427,9/15/08,65,0,0,9/15/09,65,0.6185607,1.2326681,9/15/10,65,0.192241,0.331019
11/15/97,66,2.191325875,4.338286852,10/15/98,66,2.692509087,5.331167992,10/15/99,66,3.612429458,7.598743597,9/15/00,66,0.393978,0.875929865,11/15/01,66,0.04844,0.101893516,7/15/02,66,0.032125,0.064949,8/15/02,66,3.53475347,7.40953986,8/15/03,66,0,0,9/15/03,66,0.854692089,1.794736118,7/15/05,66,0.175867,0.292,7/15/07,66,0.1138677,0.2020678,9/15/07,66,0,0,9/15/08,66,0,0,9/15/09,66,0.03391,0.0681427,9/15/10,66,0.304576,0.597956
11/15/97,67,2.750730496,5.696701555,10/15/98,67,1.754257363,3.633326207,10/15/99,67,3.355076529,7.384440259,9/15/00,67,0.773135,1.798123878,11/15/01,67,0.023334,0.051357555,7/15/02,67,0.06617,0.139923,8/15/02,67,2.15311954,4.72383686,8/15/03,67,0,0,9/15/03,67,0,0,7/15/05,67,0.117241,0.202962,7/15/07,67,0.3136887,0.5942188,9/15/07,67,0,0,9/15/08,67,0,0,9/15/09,67,0.0228518,0.0476838,9/15/10,67,0.284077,0.54641
11/15/97,68,1.423063319,3.082016513,10/15/98,68,0.026499188,0.058482,10/15/99,68,3.668620734,8.443047708,9/15/00,68,0.409558,0.995764657,11/15/01,68,0.059865,0.137774681,7/15/02,68,0.231169,0.51097,8/15/02,68,2.75767114,6.33041368,8/15/03,68,0,0,9/15/03,68,0,0,7/15/05,68,0.058623,0.105752,7/15/07,68,0.2628646,0.519551,9/15/07,68,0,0,9/15/08,68,0,0,9/15/09,68,0,0,9/15/10,68,0.405383,0.821923
11/15/97,69,0.863315745,1.953683531,10/15/98,69,1.678447223,3.798326066,10/15/99,69,3.403708193,8.185535101,9/15/00,69,0.553251,1.405267801,11/15/01,69,0,0,7/15/02,69,0.327873,0.757562,8/15/02,69,2.00866043,4.82608833,8/15/03,69,0,0,9/15/03,69,0,0,7/15/05,69,0,0,7/15/07,69,0.0059499,0.0109582,9/15/07,69,0.015554,0.036398,9/15/08,69,0,0,9/15/09,69,0,0,9/15/10,69,0.468603,1.024331
11/15/97,70,0.749292911,1.770579148,10/15/98,70,1.818317825,4.29668502,10/15/99,70,4.603677539,11.56173934,9/15/00,70,1.148979,3.046991518,11/15/01,70,0.031204,0.078366156,7/15/02,70,0.161074,0.388894,8/15/02,70,2.2212564,5.57307154,8/15/03,70,0,0,9/15/03,70,0.854692089,2.145659914,7/15/05,70,0.117241,0.229231,7/15/07,70,0.5019118,0.7619826,9/15/07,70,0,0,9/15/08,70,0,0,9/15/09,70,0.0110582,0.0270213,9/15/10,70,0.24985,0.591095
11/15/97,71,0.765581887,1.887924934,10/15/98,71,0.454579456,1.120992939,10/15/99,71,3.012707313,7.896447138,9/15/00,71,0.644882,1.784415974,11/15/01,71,0.025523,0.06689698,7/15/02,71,0.495049,1.247759,8/15/02,71,2.86417424,7.51744978,8/15/03,71,0,0,9/15/03,71,0,0,7/15/05,71,0.058623,0.119213,7/15/07,71,0.0689935,0.1477568,9/15/07,71,0,0,9/15/08,71,0,0,9/15/09,71,0,0,9/15/10,71,0.151471,0.366581
11/15/97,72,0.814448816,2.095576804,10/15/98,72,0.786122651,2.023286294,10/15/99,72,2.649943708,7.244499922,9/15/00,72,0.205303,0.592392692,11/15/01,72,0.031783,0.086889371,7/15/02,72,0.418069,1.099644,8/15/02,72,1.51249385,4.13894164,8/15/03,72,0.345797474,0.945597483,9/15/03,72,0,0,7/15/05,72,0,0,7/15/07,72,0.0059499,0.0124482,9/15/07,72,0,0,9/15/08,72,0,0,9/15/09,72,0,0,9/15/10,72,0.115041,0.296478
11/15/97,73,0.504958266,1.354298069,10/15/98,73,0.33537508,0.900371147,10/15/99,73,2.685091473,7.652008466,9/15/00,73,0.713912,2.146874242,11/15/01,73,0.109448,0.311906328,7/15/02,73,0.173596,0.47624,8/15/02,73,1.8271136,5.22589669,8/15/03,73,0,0,9/15/03,73,0,0,7/15/05,73,0.058623,0.128782,7/15/07,73,0,0,9/15/07,73,0,0,9/15/08,73,0,0,9/15/09,73,0.0110582,0.0306983,9/15/10,73,0.029338,0.075007
11/15/97,74,0.602692124,1.683921794,10/15/98,74,0.384644155,1.07469577,10/15/99,74,1.563044885,4.64073625,9/15/00,74,0.140972,0.441568536,11/15/01,74,0.025523,0.075778701,7/15/02,74,0.257795,0.737051,8/15/02,74,1.70339798,5.07704481,8/15/03,74,0,0,9/15/03,74,0,0,7/15/05,74,0,0,7/15/07,74,0,0,9/15/07,74,0,0,9/15/08,74,0,0,9/15/09,74,0,0,9/15/10,74,0.069505,0.192496
11/15/97,75,0.716714958,2.084923813,10/15/98,75,0.314708854,0.915488057,10/15/99,75,1.801533988,5.569523701,9/15/00,75,0.03136,0.102260288,11/15/01,75,0.051071,0.157888303,7/15/02,75,0.494682,1.473289,8/15/02,75,1.28432465,3.99058857,8/15/03,75,0.207478484,0.642194893,9/15/03,75,0,0,7/15/05,75,0,0,7/15/07,75,0,0,9/15/07,75,0,0,9/15/08,75,0,0,9/15/09,75,0,0,9/15/10,75,0,0
11/15/97,76,2.606236212,7.889077013,10/15/98,76,0,0,10/15/99,76,0.807801014,2.599007653,9/15/00,76,0.062461,0.211921124,11/15/01,76,0.006232,0.020050749,7/15/02,76,0.161074,0.499599,8/15/02,76,1.12665992,3.64427121,8/15/03,76,0,0,9/15/03,76,0,0,7/15/05,76,0,0,7/15/07,76,0,0,9/15/07,76,0,0,9/15/08,76,0,0,9/15/09,76,0,0,9/15/10,76,0.12046,0.368272
11/15/97,77,2.264167709,7.129864115,10/15/98,77,0.244773553,0.77079192,10/15/99,77,0.670043646,2.242370208,9/15/00,77,0,0,11/15/01,77,0,0,7/15/02,77,0.193294,0.62391,8/15/02,77,0.74054877,2.48870017,8/15/03,77,0,0,9/15/03,77,0,0,7/15/05,77,0,0,7/15/07,77,0,0,9/15/07,77,0,0,9/15/08,77,0,0,9/15/09,77,0,0,9/15/10,77,0,0
11/15/97,78,0.244334645,0.799951627,10/15/98,78,0,0,10/15/99,78,0.706573058,2.458338526,9/15/00,78,0,0,11/15/01,78,0,0,7/15/02,78,0.430235,1.443915,8/15/02,78,0.63528328,2.22405458,8/15/03,78,0,0,9/15/03,78,0,0,7/15/05,78,0,0,7/15/07,78,0,0,9/15/07,78,0,0,9/15/08,78,0,0,9/15/09,78,0,0,9/15/10,78,0.11462,0.340455
11/15/97,79,0.114022834,0.387905682,10/15/98,79,0.209805903,0.713759682,10/15/99,79,0.786289058,2.84270763,9/15/00,79,0.038919,0.148286409,11/15/01,79,0.079707,0.288168447,7/15/02,79,0.295643,1.031585,8/15/02,79,0.54522586,1.9826334,8/15/03,79,0,0,9/15/03,79,0,0,7/15/05,79,0,0,7/15/07,79,0,0,9/15/07,79,0,0,9/15/08,79,0,0,9/15/09,79,0,0,9/15/10,79,0.000628,0.002175
11/15/97,80,0,0,10/15/98,80,0.244773553,0.864784964,10/15/99,80,0.223347882,0.838663068,9/15/00,80,0,0,11/15/01,80,0,0,7/15/02,80,0.128844,0.467269,8/15/02,80,0.2996906,1.13368488,8/15/03,80,0,0,9/15/03,80,0,0,7/15/05,80,0,0,7/15/07,80,0,0,9/15/07,80,0,0,9/15/08,80,0,0,9/15/09,80,0,0,9/15/10,80,0.000628,0.002258
11/15/97,81,0,0,10/15/98,81,0,0,10/15/99,81,0.040608706,0.158298253,9/15/00,81,0.032289,0.132594448,11/15/01,81,0.025523,0.099492122,7/15/02,81,0.046304,0.174574,8/15/02,81,0.30335963,1.19215908,8/15/03,81,0,0,9/15/03,81,0,0,7/15/05,81,0,0,7/15/07,81,0,0,9/15/07,81,0,0,9/15/08,81,0,0,9/15/09,81,0,0,9/15/10,81,0,0
11/15/97,82,0.032577953,0,10/15/98,82,0,0,10/15/99,82,0.020304353,0.082129279,9/15/00,82,0,0,11/15/01,82,0,0,7/15/02,82,0.082433,0.322485,8/15/02,82,0.12600227,0.5149706,8/15/03,82,0,0,9/15/03,82,0,0,7/15/05,82,0,0,7/15/07,82,0,0,9/15/07,82,0,0,9/15/08,82,0,0,9/15/09,82,0,0,9/15/10,82,0,0
11/15/97,83,0,0,10/15/98,83,0,0,10/15/99,83,0.020304353,0.085183469,9/15/00,83,0,0,11/15/01,83,0,0,7/15/02,83,0,0,8/15/02,83,0.05864809,0.24033772,8/15/03,83,0,0,9/15/03,83,0,0,7/15/05,83,0,0,7/15/07,83,0,0,9/15/07,83,0,0,9/15/08,83,0,0,9/15/09,83,0,0,9/15/10,83,0,0
11/15/97,84,0,0,10/15/98,84,0,0,10/15/99,84,0,0,9/15/00,84,0,0,11/15/01,84,0,0,7/15/02,84,0,0,8/15/02,84,0.03051924,0.13542024,8/15/03,84,0,0,9/15/03,84,0,0,7/15/05,84,0,0,7/15/07,84,0,0,9/15/07,84,0,0,9/15/08,84,0,0,9/15/09,84,0,0,9/15/10,84,0,0
11/15/97,85,0,0,10/15/98,85,0,0,10/15/99,85,0,0,9/15/00,85,0,0,11/15/01,85,0,0,7/15/02,85,0,0,8/15/02,85,0.08427855,0.38347967,8/15/03,85,0,0,9/15/03,85,0,0,7/15/05,85,0,0,7/15/07,85,0,0,9/15/07,85,0,0,9/15/08,85,0,0,9/15/09,85,0,0,9/15/10,85,0,0
