"Fleet","Model","Year","Age","Selectivity","Relative_selectivity"
"BTS","Model 23.2",1990,6,0.894749,0.894749
"BTS","Model 23.2",1990,7,0.97174,0.97174
"BTS","Model 23.2",1990,8,0.992861,0.992861
"BTS","Model 23.2",1990,9,0.998226,0.998226
"BTS","Model 23.2",1990,10,0.999561,0.999561
"BTS","Model 23.2",1990,11,0.999891,0.999891
"BTS","Model 23.2",1990,12,0.999973,0.999973
"BTS","Model 23.2",1990,13,0.999993,0.999993
"BTS","Model 23.2",1990,14,0.999998,0.999998
"BTS","Model 23.2",1990,15,1,1
"BTS","Model 23.2",1991,1,0.0703818,0.0703820111460334
"BTS","Model 23.2",1991,2,0.0263215,0.0263215789647369
"BTS","Model 23.2",1991,3,0.0861055,0.086105758317275
"BTS","Model 23.2",1991,4,0.247203,0.247203741611225
"BTS","Model 23.2",1991,5,0.53369,0.533691601074803
"BTS","Model 23.2",1991,6,0.799556,0.799558398675196
"BTS","Model 23.2",1991,7,0.932897,0.932899798699396
"BTS","Model 23.2",1991,8,0.979779,0.979781939345818
"BTS","Model 23.2",1991,9,0.994113,0.994115982347947
"BTS","Model 23.2",1991,10,0.998304,0.998306994920985
"BTS","Model 23.2",1991,11,0.999513,0.999515998547996
"BTS","Model 23.2",1991,12,0.99986,0.999862999588999
"BTS","Model 23.2",1991,13,0.99996,0.999962999889
"BTS","Model 23.2",1991,14,0.999988,0.999990999973
"BTS","Model 23.2",1991,15,0.999997,1
"BTS","Model 23.2",1992,1,0.0475275,0.0475278326948289
"BTS","Model 23.2",1992,2,0.0321128,0.0321130247911735
"BTS","Model 23.2",1992,3,0.0966036,0.0966042762299336
"BTS","Model 23.2",1992,4,0.256311,0.256312794189559
"BTS","Model 23.2",1992,5,0.526247,0.526250683754786
"BTS","Model 23.2",1992,6,0.781666,0.781671471700302
"BTS","Model 23.2",1992,7,0.920247,0.920253441774092
"BTS","Model 23.2",1992,8,0.973815,0.973821816752717
"BTS","Model 23.2",1992,9,0.991726,0.991732942130595
"BTS","Model 23.2",1992,10,0.997418,0.997424981974874
"BTS","Model 23.2",1992,11,0.999197,0.999203994427961
"BTS","Model 23.2",1992,12,0.999751,0.999757998305988
"BTS","Model 23.2",1992,13,0.999923,0.999929999509997
"BTS","Model 23.2",1992,14,0.999976,0.999982999880999
"BTS","Model 23.2",1992,15,0.999993,1
"BTS","Model 23.2",1993,1,0.0398258,0.0398258398258398
"BTS","Model 23.2",1993,2,0.0244433,0.0244433244433244
"BTS","Model 23.2",1993,3,0.0883526,0.0883526883526884
"BTS","Model 23.2",1993,4,0.272657,0.272657272657273
"BTS","Model 23.2",1993,5,0.591835,0.591835591835592
"BTS","Model 23.2",1993,6,0.848681,0.848681848681849
"BTS","Model 23.2",1993,7,0.955935,0.955935955935956
"BTS","Model 23.2",1993,8,0.988223,0.988223988223988
"BTS","Model 23.2",1993,9,0.996928,0.996928996928997
"BTS","Model 23.2",1993,10,0.999204,0.999204999204999
"BTS","Model 23.2",1993,11,0.999794,0.999794999795
"BTS","Model 23.2",1993,12,0.999947,0.999947999948
"BTS","Model 23.2",1993,13,0.999986,0.999986999987
"BTS","Model 23.2",1993,14,0.999996,0.999996999997
"BTS","Model 23.2",1993,15,0.999999,1
"BTS","Model 23.2",1994,1,0.0570473,0.0570474711424134
"BTS","Model 23.2",1994,2,0.0156164,0.0156164468493405
"BTS","Model 23.2",1994,3,0.0554015,0.0554016662049986
"BTS","Model 23.2",1994,4,0.178197,0.178197534592604
"BTS","Model 23.2",1994,5,0.444957,0.444958334875005
"BTS","Model 23.2",1994,6,0.747717,0.747719243157729
"BTS","Model 23.2",1994,7,0.91637,0.916372749118247
"BTS","Model 23.2",1994,8,0.97591,0.975912927738783
"BTS","Model 23.2",1994,9,0.993367,0.99336998010994
"BTS","Model 23.2",1994,10,0.998197,0.998199994599984
"BTS","Model 23.2",1994,11,0.999512,0.999514998544996
"BTS","Model 23.2",1994,12,0.999868,0.999870999612999
"BTS","Model 23.2",1994,13,0.999964,0.999966999901
"BTS","Model 23.2",1994,14,0.99999,0.999992999979
"BTS","Model 23.2",1994,15,0.999997,1
"BTS","Model 23.2",1995,1,0.061664,0.0616645549809948
"BTS","Model 23.2",1995,2,0.00968732,0.00968740718666468
"BTS","Model 23.2",1995,3,0.0330179,0.0330181971637745
"BTS","Model 23.2",1995,4,0.106495,0.106495958463626
"BTS","Model 23.2",1995,5,0.293803,0.293805644250798
"BTS","Model 23.2",1995,6,0.592206,0.592211329901969
"BTS","Model 23.2",1995,7,0.835231,0.835238517146654
"BTS","Model 23.2",1995,8,0.946507,0.946515518639668
"BTS","Model 23.2",1995,9,0.984067,0.98407585668271
"BTS","Model 23.2",1995,10,0.995383,0.995391958527627
"BTS","Model 23.2",1995,11,0.998673,0.998681988137893
"BTS","Model 23.2",1995,12,0.999619,0.99962799665197
"BTS","Model 23.2",1995,13,0.999891,0.999899999099992
"BTS","Model 23.2",1995,14,0.999969,0.999977999801998
"BTS","Model 23.2",1995,15,0.999991,1
"BTS","Model 23.2",1996,1,0.0599324,0.0600008609823809
"BTS","Model 23.2",1996,2,0.0143826,0.0143990292924227
"BTS","Model 23.2",1996,3,0.0328962,0.0329337774400591
"BTS","Model 23.2",1996,4,0.0734646,0.0735485188600193
"BTS","Model 23.2",1996,5,0.155993,0.156171191329307
"BTS","Model 23.2",1996,6,0.301104,0.301447952113361
"BTS","Model 23.2",1996,7,0.501064,0.501636367094855
"BTS","Model 23.2",1996,8,0.700684,0.701484393693204
"BTS","Model 23.2",1996,9,0.845124,0.846089387991698
"BTS","Model 23.2",1996,10,0.927113,0.928172044302549
"BTS","Model 23.2",1996,11,0.967374,0.968479034578454
"BTS","Model 23.2",1996,12,0.985738,0.986864011837506
"BTS","Model 23.2",1996,13,0.993831,0.994966256498665
"BTS","Model 23.2",1996,14,0.997344,0.998483269410397
"BTS","Model 23.2",1996,15,0.998859,1
"BTS","Model 23.2",1997,1,0.0449182,0.0450819828436711
"BTS","Model 23.2",1997,2,0.021289,0.0213666249484377
"BTS","Model 23.2",1997,3,0.0430359,0.0431928195132918
"BTS","Model 23.2",1997,4,0.0850667,0.0853768741839101
"BTS","Model 23.2",1997,5,0.161231,0.161818888020177
"BTS","Model 23.2",1997,6,0.284391,0.285427959777873
"BTS","Model 23.2",1997,7,0.45104,0.452684603163292
"BTS","Model 23.2",1997,8,0.629447,0.631742119118758
"BTS","Model 23.2",1997,9,0.778365,0.781203110901907
"BTS","Model 23.2",1997,10,0.878945,0.882149850406527
"BTS","Model 23.2",1997,11,0.937543,0.940961513177373
"BTS","Model 23.2",1997,12,0.968784,0.972316425574111
"BTS","Model 23.2",1997,13,0.984654,0.98824429151106
"BTS","Model 23.2",1997,14,0.992518,0.99613696559601
"BTS","Model 23.2",1997,15,0.996367,1
"BTS","Model 23.2",1998,1,0.0372214,0.0378720802100896
"BTS","Model 23.2",1998,2,0.0296594,0.0301778862639001
"BTS","Model 23.2",1998,3,0.0517453,0.0526498775461199
"BTS","Model 23.2",1998,4,0.0887727,0.0903245663748869
"BTS","Model 23.2",1998,5,0.148156,0.15074596644957
"BTS","Model 23.2",1998,6,0.236935,0.241076942956943
"BTS","Model 23.2",1998,7,0.356639,0.362873530121009
"BTS","Model 23.2",1998,8,0.497399,0.506094204527995
"BTS","Model 23.2",1998,9,0.638573,0.64973611621265
"BTS","Model 23.2",1998,10,0.759283,0.772556289611821
"BTS","Model 23.2",1998,11,0.849199,0.864044142410759
"BTS","Model 23.2",1998,12,0.90953,0.925429809558016
"BTS","Model 23.2",1998,13,0.947224,0.963782751452709
"BTS","Model 23.2",1998,14,0.969736,0.986688291536895
"BTS","Model 23.2",1998,15,0.982819,1
"BTS","Model 23.2",1999,1,0.0314282,0.0320614129048712
"BTS","Model 23.2",1999,2,0.0473187,0.0482720734506503
"BTS","Model 23.2",1999,3,0.0779115,0.0794812547819434
"BTS","Model 23.2",1999,4,0.125674,0.128206069880133
"BTS","Model 23.2",1999,5,0.196478,0.20043662331038
"BTS","Model 23.2",1999,6,0.29377,0.299688854883958
"BTS","Model 23.2",1999,7,0.414393,0.422742157612854
"BTS","Model 23.2",1999,8,0.546236,0.557241520020403
"BTS","Model 23.2",1999,9,0.671898,0.685435348125478
"BTS","Model 23.2",1999,10,0.776969,0.792623310380005
"BTS","Model 23.2",1999,11,0.855622,0.872861004845703
"BTS","Model 23.2",1999,12,0.90976,0.928089773017088
"BTS","Model 23.2",1999,13,0.944904,0.963941851568477
"BTS","Model 23.2",1999,14,0.96686,0.986340219331803
"BTS","Model 23.2",1999,15,0.98025,1
"BTS","Model 23.2",2000,1,0.0235145,0.0235789412464265
"BTS","Model 23.2",2000,2,0.0381711,0.0382757075086211
"BTS","Model 23.2",2000,3,0.0741422,0.0743453859397734
"BTS","Model 23.2",2000,4,0.139109,0.139490226789817
"BTS","Model 23.2",2000,5,0.245883,0.246556839843292
"BTS","Model 23.2",2000,6,0.396835,0.397922522253318
"BTS","Model 23.2",2000,7,0.570368,0.571931087662582
"BTS","Model 23.2",2000,8,0.728174,0.730169553389413
"BTS","Model 23.2",2000,9,0.843882,0.846194649978391
"BTS","Model 23.2",2000,10,0.916017,0.918527335207121
"BTS","Model 23.2",2000,11,0.956538,0.959159382592626
"BTS","Model 23.2",2000,12,0.977978,0.980658138693048
"BTS","Model 23.2",2000,13,0.988964,0.991674245713535
"BTS","Model 23.2",2000,14,0.9945,0.997225417064838
"BTS","Model 23.2",2000,15,0.997267,1
"BTS","Model 23.2",2001,1,0.0355954,0.0358541955837233
"BTS","Model 23.2",2001,2,0.0501076,0.0504719062190894
"BTS","Model 23.2",2001,3,0.0880975,0.0887380109631319
"BTS","Model 23.2",2001,4,0.150332,0.151424985545669
"BTS","Model 23.2",2001,5,0.244731,0.246510311427886
"BTS","Model 23.2",2001,6,0.372426,0.375133715155996
"BTS","Model 23.2",2001,7,0.520804,0.524590494187042
"BTS","Model 23.2",2001,8,0.6656,0.670439230364773
"BTS","Model 23.2",2001,9,0.784729,0.790434355175658
"BTS","Model 23.2",2001,10,0.869725,0.876048316750304
"BTS","Model 23.2",2001,11,0.924395,0.931115793799646
"BTS","Model 23.2",2001,12,0.95725,0.964209665364602
"BTS","Model 23.2",2001,13,0.976196,0.98329341184671
"BTS","Model 23.2",2001,14,0.98686,0.994034944227434
"BTS","Model 23.2",2001,15,0.992782,1
"BTS","Model 23.2",2002,1,0.0355601,0.0355684230109846
"BTS","Model 23.2",2002,2,0.023817,0.0238225744824289
"BTS","Model 23.2",2002,3,0.0581714,0.0581850152935787
"BTS","Model 23.2",2002,4,0.135216,0.13524764794962
"BTS","Model 23.2",2002,5,0.283577,0.283643372549177
"BTS","Model 23.2",2002,6,0.500508,0.50062514628423
"BTS","Model 23.2",2002,7,0.717248,0.717415875314824
"BTS","Model 23.2",2002,8,0.865259,0.865461517995211
"BTS","Model 23.2",2002,9,0.942051,0.942271491529018
"BTS","Model 23.2",2002,10,0.976277,0.976505502287535
"BTS","Model 23.2",2002,11,0.990493,0.990724829610129
"BTS","Model 23.2",2002,12,0.996223,0.996456170743954
"BTS","Model 23.2",2002,13,0.998504,0.998737704622882
"BTS","Model 23.2",2002,14,0.999409,0.999642916442448
"BTS","Model 23.2",2002,15,0.999766,1
"BTS","Model 23.2",2003,1,0.0205081,0.0205084281348502
"BTS","Model 23.2",2003,2,0.0125936,0.012593801500824
"BTS","Model 23.2",2003,3,0.0400374,0.0400380406086497
"BTS","Model 23.2",2003,4,0.120017,0.120018920302725
"BTS","Model 23.2",2003,5,0.308431,0.30843593497496
"BTS","Model 23.2",2003,6,0.593233,0.59324249187987
"BTS","Model 23.2",2003,7,0.826662,0.826675226803629
"BTS","Model 23.2",2003,8,0.939742,0.939757036112578
"BTS","Model 23.2",2003,9,0.980768,0.980783692539081
"BTS","Model 23.2",2003,10,0.994039,0.994054904878478
"BTS","Model 23.2",2003,11,0.99817,0.998185970975536
"BTS","Model 23.2",2003,12,0.99944,0.999455991295861
"BTS","Model 23.2",2003,13,0.999829,0.99984499751996
"BTS","Model 23.2",2003,14,0.999948,0.999963999423991
"BTS","Model 23.2",2003,15,0.999984,1
"BTS","Model 23.2",2004,1,0.0383236,0.0383258228977281
"BTS","Model 23.2",2004,2,0.0149696,0.0149704682871607
"BTS","Model 23.2",2004,3,0.0425073,0.0425097655664028
"BTS","Model 23.2",2004,4,0.114799,0.114805658728206
"BTS","Model 23.2",2004,5,0.274755,0.274770936714329
"BTS","Model 23.2",2004,6,0.525323,0.525353470501289
"BTS","Model 23.2",2004,7,0.763756,0.763800300417424
"BTS","Model 23.2",2004,8,0.904252,0.90430444965808
"BTS","Model 23.2",2004,9,0.965021,0.965076974464519
"BTS","Model 23.2",2004,10,0.987744,0.987801292474964
"BTS","Model 23.2",2004,11,0.99577,0.995827758009965
"BTS","Model 23.2",2004,12,0.998548,0.99860591914331
"BTS","Model 23.2",2004,13,0.999503,0.999560974536523
"BTS","Model 23.2",2004,14,0.99983,0.999887993503623
"BTS","Model 23.2",2004,15,0.999942,1
"BTS","Model 23.2",2005,1,0.0484657,0.0484660877287018
"BTS","Model 23.2",2005,2,0.0127814,0.012781502252018
"BTS","Model 23.2",2005,3,0.0426622,0.0426625413003304
"BTS","Model 23.2",2005,4,0.132989,0.132990063920511
"BTS","Model 23.2",2005,5,0.345536,0.345538764310114
"BTS","Model 23.2",2005,6,0.645048,0.645053160425283
"BTS","Model 23.2",2005,7,0.862166,0.862172897383179
"BTS","Model 23.2",2005,8,0.955615,0.95562264498116
"BTS","Model 23.2",2005,9,0.986686,0.986693893551148
"BTS","Model 23.2",2005,10,0.996095,0.996102968823751
"BTS","Model 23.2",2005,11,0.998862,0.998869990959928
"BTS","Model 23.2",2005,12,0.999669,0.999676997415979
"BTS","Model 23.2",2005,13,0.999904,0.999911999295994
"BTS","Model 23.2",2005,14,0.999972,0.999979999839999
"BTS","Model 23.2",2005,15,0.999992,1
"BTS","Model 23.2",2006,1,0.0489586,0.0489750066272201
"BTS","Model 23.2",2006,2,0.0208635,0.0208704916146909
"BTS","Model 23.2",2006,3,0.0503478,0.0503646721651753
"BTS","Model 23.2",2006,4,0.11654,0.116579053983084
"BTS","Model 23.2",2006,5,0.247111,0.247193809926325
"BTS","Model 23.2",2006,6,0.449535,0.449685644690971
"BTS","Model 23.2",2006,7,0.670176,0.670400584195706
"BTS","Model 23.2",2006,8,0.834866,0.835145773834234
"BTS","Model 23.2",2006,9,0.926358,0.926668433925365
"BTS","Model 23.2",2006,10,0.969039,0.969363736851845
"BTS","Model 23.2",2006,11,0.987322,0.987652863709343
"BTS","Model 23.2",2006,12,0.994866,0.995199391796252
"BTS","Model 23.2",2006,13,0.99793,0.998264418580224
"BTS","Model 23.2",2006,14,0.999167,0.999501833114093
"BTS","Model 23.2",2006,15,0.999665,1
"BTS","Model 23.2",2007,1,0.0522269,0.0522269522269522
"BTS","Model 23.2",2007,2,0.0119676,0.011967611967612
"BTS","Model 23.2",2007,3,0.0470051,0.047005147005147
"BTS","Model 23.2",2007,4,0.167257,0.167257167257167
"BTS","Model 23.2",2007,5,0.449909,0.44990944990945
"BTS","Model 23.2",2007,6,0.769079,0.769079769079769
"BTS","Model 23.2",2007,7,0.931329,0.931329931329931
"BTS","Model 23.2",2007,8,0.982215,0.982215982215982
"BTS","Model 23.2",2007,9,0.995573,0.995573995573996
"BTS","Model 23.2",2007,10,0.998909,0.998909998909999
"BTS","Model 23.2",2007,11,0.999732,0.999732999733
"BTS","Model 23.2",2007,12,0.999934,0.999934999935
"BTS","Model 23.2",2007,13,0.999984,0.999984999985
"BTS","Model 23.2",2007,14,0.999996,0.999996999997
"BTS","Model 23.2",2007,15,0.999999,1
"BTS","Model 23.2",2008,1,0.0245555,0.0245555
"BTS","Model 23.2",2008,2,0.00614191,0.00614191
"BTS","Model 23.2",2008,3,0.0328917,0.0328917
"BTS","Model 23.2",2008,4,0.157663,0.157663
"BTS","Model 23.2",2008,5,0.507412,0.507412
"BTS","Model 23.2",2008,6,0.850053,0.850053
"BTS","Model 23.2",2008,7,0.968943,0.968943
"BTS","Model 23.2",2008,8,0.99421,0.99421
"BTS","Model 23.2",2008,9,0.998943,0.998943
"BTS","Model 23.2",2008,10,0.999808,0.999808
"BTS","Model 23.2",2008,11,0.999965,0.999965
"BTS","Model 23.2",2008,12,0.999994,0.999994
"BTS","Model 23.2",2008,13,0.999999,0.999999
"BTS","Model 23.2",2008,14,1,1
"BTS","Model 23.2",2008,15,1,1
"BTS","Model 23.2",2009,1,0.012229,0.0122290978327827
"BTS","Model 23.2",2009,2,0.0125387,0.0125388003104025
"BTS","Model 23.2",2009,3,0.0420865,0.0420868366946936
"BTS","Model 23.2",2009,4,0.131959,0.131960055680445
"BTS","Model 23.2",2009,5,0.34469,0.34469275754206
"BTS","Model 23.2",2009,6,0.645387,0.645392163137305
"BTS","Model 23.2",2009,7,0.862961,0.86296790374323
"BTS","Model 23.2",2009,8,0.956119,0.956126649013192
"BTS","Model 23.2",2009,9,0.986909,0.986916895335163
"BTS","Model 23.2",2009,10,0.996181,0.996188969511756
"BTS","Model 23.2",2009,11,0.998893,0.99890099120793
"BTS","Model 23.2",2009,12,0.99968,0.99968799750398
"BTS","Model 23.2",2009,13,0.999907,0.999914999319995
"BTS","Model 23.2",2009,14,0.999973,0.999980999847999
"BTS","Model 23.2",2009,15,0.999992,1
"BTS","Model 23.2",2010,1,0.0141662,0.0141662
"BTS","Model 23.2",2010,2,0.00488684,0.00488684
"BTS","Model 23.2",2010,3,0.0397758,0.0397758
"BTS","Model 23.2",2010,4,0.258936,0.258936
"BTS","Model 23.2",2010,5,0.746663,0.746663
"BTS","Model 23.2",2010,6,0.961332,0.961332
"BTS","Model 23.2",2010,7,0.995254,0.995254
"BTS","Model 23.2",2010,8,0.999435,0.999435
"BTS","Model 23.2",2010,9,0.999933,0.999933
"BTS","Model 23.2",2010,10,0.999992,0.999992
"BTS","Model 23.2",2010,11,0.999999,0.999999
"BTS","Model 23.2",2010,12,1,1
"BTS","Model 23.2",2010,13,1,1
"BTS","Model 23.2",2010,14,1,1
"BTS","Model 23.2",2010,15,1,1
"BTS","Model 23.2",2011,1,0.0576983,0.0576983
"BTS","Model 23.2",2011,2,0.00466674,0.00466674
"BTS","Model 23.2",2011,3,0.025062,0.025062
"BTS","Model 23.2",2011,4,0.123529,0.123529
"BTS","Model 23.2",2011,5,0.435896,0.435896
"BTS","Model 23.2",2011,6,0.809036,0.809036
"BTS","Model 23.2",2011,7,0.958725,0.958725
"BTS","Model 23.2",2011,8,0.992209,0.992209
"BTS","Model 23.2",2011,9,0.99857,0.99857
"BTS","Model 23.2",2011,10,0.999739,0.999739
"BTS","Model 23.2",2011,11,0.999952,0.999952
"BTS","Model 23.2",2011,12,0.999991,0.999991
"BTS","Model 23.2",2011,13,0.999998,0.999998
"BTS","Model 23.2",2011,14,1,1
"BTS","Model 23.2",2011,15,1,1
"BTS","Model 23.2",2012,1,0.0554039,0.0554045094496039
"BTS","Model 23.2",2012,2,0.0166511,0.0166512831641148
"BTS","Model 23.2",2012,3,0.0528633,0.0528638815026965
"BTS","Model 23.2",2012,4,0.155384,0.155385709242802
"BTS","Model 23.2",2012,5,0.377486,0.377490152391676
"BTS","Model 23.2",2012,6,0.666526,0.66653333186665
"BTS","Model 23.2",2012,7,0.868215,0.868224550470055
"BTS","Model 23.2",2012,8,0.955977,0.955987515862674
"BTS","Model 23.2",2012,9,0.986221,0.986231848550334
"BTS","Model 23.2",2012,10,0.995779,0.99578995368949
"BTS","Model 23.2",2012,11,0.998716,0.998726985996846
"BTS","Model 23.2",2012,12,0.99961,0.999620995830954
"BTS","Model 23.2",2012,13,0.999882,0.999892998822987
"BTS","Model 23.2",2012,14,0.999964,0.999974999724997
"BTS","Model 23.2",2012,15,0.999989,1
"BTS","Model 23.2",2013,1,0.0233869,0.0233869701609105
"BTS","Model 23.2",2013,2,0.0138292,0.0138292414877245
"BTS","Model 23.2",2013,3,0.0497101,0.0497102491307474
"BTS","Model 23.2",2013,4,0.163273,0.163273489820469
"BTS","Model 23.2",2013,5,0.421264,0.421265263795791
"BTS","Model 23.2",2013,6,0.730843,0.730845192535578
"BTS","Model 23.2",2013,7,0.910144,0.910146730440191
"BTS","Model 23.2",2013,8,0.974216,0.974218922656768
"BTS","Model 23.2",2013,9,0.992955,0.992957978873937
"BTS","Model 23.2",2013,10,0.998102,0.998104994314983
"BTS","Model 23.2",2013,11,0.99949,0.999492998478995
"BTS","Model 23.2",2013,12,0.999863,0.999865999597999
"BTS","Model 23.2",2013,13,0.999963,0.999965999898
"BTS","Model 23.2",2013,14,0.99999,0.999992999979
"BTS","Model 23.2",2013,15,0.999997,1
"BTS","Model 23.2",2014,1,0.0271771,0.0271771
"BTS","Model 23.2",2014,2,0.00972854,0.00972854
"BTS","Model 23.2",2014,3,0.0496691,0.0496691
"BTS","Model 23.2",2014,4,0.21756,0.21756
"BTS","Model 23.2",2014,5,0.596655,0.596655
"BTS","Model 23.2",2014,6,0.887258,0.887258
"BTS","Model 23.2",2014,7,0.976673,0.976673
"BTS","Model 23.2",2014,8,0.995531,0.995531
"BTS","Model 23.2",2014,9,0.999157,0.999157
"BTS","Model 23.2",2014,10,0.999841,0.999841
"BTS","Model 23.2",2014,11,0.99997,0.99997
"BTS","Model 23.2",2014,12,0.999994,0.999994
"BTS","Model 23.2",2014,13,0.999999,0.999999
"BTS","Model 23.2",2014,14,1,1
"BTS","Model 23.2",2014,15,1,1
"BTS","Model 23.2",2015,1,0.0395821,0.0395821
"BTS","Model 23.2",2015,2,0.0214027,0.0214027
"BTS","Model 23.2",2015,3,0.0910231,0.0910231
"BTS","Model 23.2",2015,4,0.314361,0.314361
"BTS","Model 23.2",2015,5,0.677343,0.677343
"BTS","Model 23.2",2015,6,0.905765,0.905765
"BTS","Model 23.2",2015,7,0.977782,0.977782
"BTS","Model 23.2",2015,8,0.995062,0.995062
"BTS","Model 23.2",2015,9,0.998917,0.998917
"BTS","Model 23.2",2015,10,0.999763,0.999763
"BTS","Model 23.2",2015,11,0.999948,0.999948
"BTS","Model 23.2",2015,12,0.999989,0.999989
"BTS","Model 23.2",2015,13,0.999998,0.999998
"BTS","Model 23.2",2015,14,0.999999,0.999999
"BTS","Model 23.2",2015,15,1,1
"BTS","Model 23.2",2016,1,0.0550039,0.0550039
"BTS","Model 23.2",2016,2,0.0136526,0.0136526
"BTS","Model 23.2",2016,3,0.0594302,0.0594302
"BTS","Model 23.2",2016,4,0.223865,0.223865
"BTS","Model 23.2",2016,5,0.568347,0.568347
"BTS","Model 23.2",2016,6,0.857357,0.857357
"BTS","Model 23.2",2016,7,0.964835,0.964835
"BTS","Model 23.2",2016,8,0.992079,0.992079
"BTS","Model 23.2",2016,9,0.998254,0.998254
"BTS","Model 23.2",2016,10,0.999617,0.999617
"BTS","Model 23.2",2016,11,0.999916,0.999916
"BTS","Model 23.2",2016,12,0.999982,0.999982
"BTS","Model 23.2",2016,13,0.999996,0.999996
"BTS","Model 23.2",2016,14,0.999999,0.999999
"BTS","Model 23.2",2016,15,1,1
"BTS","Model 23.2",2017,1,0.0571918,0.0571920859604298
"BTS","Model 23.2",2017,2,0.0163381,0.0163381816909085
"BTS","Model 23.2",2017,3,0.0552402,0.055240476202381
"BTS","Model 23.2",2017,4,0.170696,0.170696853484267
"BTS","Model 23.2",2017,5,0.42015,0.420152100760504
"BTS","Model 23.2",2017,6,0.718369,0.718372591862959
"BTS","Model 23.2",2017,7,0.899793,0.899797498987495
"BTS","Model 23.2",2017,8,0.969334,0.969338846694234
"BTS","Model 23.2",2017,9,0.991093,0.991097955489778
"BTS","Model 23.2",2017,10,0.997454,0.997458987294936
"BTS","Model 23.2",2017,11,0.999275,0.999279996399982
"BTS","Model 23.2",2017,12,0.999794,0.999798998994995
"BTS","Model 23.2",2017,13,0.999941,0.999945999729999
"BTS","Model 23.2",2017,14,0.999983,0.99998799994
"BTS","Model 23.2",2017,15,0.999995,1
"BTS","Model 23.2",2018,1,0.0507174,0.0508929297145856
"BTS","Model 23.2",2018,2,0.0382072,0.038339432703394
"BTS","Model 23.2",2018,3,0.0729815,0.0732340843569471
"BTS","Model 23.2",2018,4,0.134964,0.135431101870351
"BTS","Model 23.2",2018,5,0.236178,0.236995397124683
"BTS","Model 23.2",2018,6,0.379954,0.381268996769859
"BTS","Model 23.2",2018,7,0.548414,0.550312026178289
"BTS","Model 23.2",2018,8,0.706464,0.708909027234933
"BTS","Model 23.2",2018,9,0.82668,0.829541087209787
"BTS","Model 23.2",2018,10,0.90433,0.907459828950049
"BTS","Model 23.2",2018,11,0.949324,0.95260955033912
"BTS","Model 23.2",2018,12,0.973771,0.977141159860358
"BTS","Model 23.2",2018,13,0.986591,0.990005529069762
"BTS","Model 23.2",2018,14,0.993189,0.996626364330576
"BTS","Model 23.2",2018,15,0.996551,1
"BTS","Model 23.2",2019,1,0.019416,0.0194176893389725
"BTS","Model 23.2",2019,2,0.0300848,0.0300874176053317
"BTS","Model 23.2",2019,3,0.0767686,0.0767752794493121
"BTS","Model 23.2",2019,4,0.182279,0.18229485965279
"BTS","Model 23.2",2019,5,0.374051,0.374083545268438
"BTS","Model 23.2",2019,6,0.615674,0.615727568298442
"BTS","Model 23.2",2019,7,0.811124,0.811194573927932
"BTS","Model 23.2",2019,8,0.92008,0.920160053924691
"BTS","Model 23.2",2019,9,0.968615,0.968699276837085
"BTS","Model 23.2",2019,10,0.988058,0.988143968525262
"BTS","Model 23.2",2019,11,0.995512,0.995598617079686
"BTS","Model 23.2",2019,12,0.998321,0.998407861483949
"BTS","Model 23.2",2019,13,0.999373,0.999459953015912
"BTS","Model 23.2",2019,14,0.999766,0.999852987209887
"BTS","Model 23.2",2019,15,0.999913,1
"BTS","Model 23.2",2020,1,0.0340033,0.0340182340047281
"BTS","Model 23.2",2020,2,0.0292938,0.0293066656262099
"BTS","Model 23.2",2020,3,0.066818,0.0668473459848874
"BTS","Model 23.2",2020,4,0.145218,0.14528177870085
"BTS","Model 23.2",2020,5,0.287288,0.287414174822747
"BTS","Model 23.2",2020,6,0.488859,0.489073703355773
"BTS","Model 23.2",2020,7,0.694119,0.694423852071059
"BTS","Model 23.2",2020,8,0.843363,0.843733398962144
"BTS","Model 23.2",2020,9,0.927404,0.927811309164723
"BTS","Model 23.2",2020,10,0.968062,0.968487165865815
"BTS","Model 23.2",2020,11,0.986286,0.986719169715505
"BTS","Model 23.2",2020,12,0.994174,0.994610634068356
"BTS","Model 23.2",2020,13,0.997536,0.997974110634569
"BTS","Model 23.2",2020,14,0.99896,0.999398736045124
"BTS","Model 23.2",2020,15,0.999561,1
"BTS","Model 23.2",2021,1,0.0549901,0.055062562332029
"BTS","Model 23.2",2021,2,0.0267908,0.0268261031517477
"BTS","Model 23.2",2021,3,0.0569984,0.0570735087374985
"BTS","Model 23.2",2021,4,0.117166,0.117320393638028
"BTS","Model 23.2",2021,5,0.225647,0.225944342755066
"BTS","Model 23.2",2021,6,0.390179,0.39069315218828
"BTS","Model 23.2",2021,7,0.584175,0.58494478734014
"BTS","Model 23.2",2021,8,0.75518,0.75617512646643
"BTS","Model 23.2",2021,9,0.871348,0.872496205005788
"BTS","Model 23.2",2021,10,0.936993,0.938227707663285
"BTS","Model 23.2",2021,11,0.970284,0.971562576350477
"BTS","Model 23.2",2021,12,0.986244,0.987543607387322
"BTS","Model 23.2",2021,13,0.993688,0.994997416600246
"BTS","Model 23.2",2021,14,0.997115,0.998428932475137
"BTS","Model 23.2",2021,15,0.998684,1
"BTS","Model 23.2",2022,1,0.0463527,0.0463622506236285
"BTS","Model 23.2",2022,2,0.0239002,0.0239051244556379
