"Fleet","Model","Year","Age","Selectivity","Relative_selectivity"
"Fishery","Model 26.0",1968,9,1.15149114505709,0.902862915733069
"Fishery","Model 26.0",1968,10,1.14981936548302,0.901552104280298
"Fishery","Model 26.0",1968,11,1.14978734086077,0.901526994366121
"Fishery","Model 26.0",1968,12,1.148315303016,0.900372796710063
"Fishery","Model 26.0",1968,13,1.148315303016,0.900372796710063
"Fishery","Model 26.0",1968,14,1.148315303016,0.900372796710063
"Fishery","Model 26.0",1968,15,1.148315303016,0.900372796710063
"Fishery","Model 26.0",1969,1,0.0156446369983799,0.013026106659218
"Fishery","Model 26.0",1969,2,0.197144817970812,0.164147587858117
"Fishery","Model 26.0",1969,3,0.906580604608197,0.754841141538
"Fishery","Model 26.0",1969,4,1.20102171797502,1
"Fishery","Model 26.0",1969,5,1.16302805541917,0.968365549109375
"Fishery","Model 26.0",1969,6,1.13442399736652,0.944549112133633
"Fishery","Model 26.0",1969,7,1.12809503980625,0.939279467575547
"Fishery","Model 26.0",1969,8,1.13972099928883,0.94895952523694
"Fishery","Model 26.0",1969,9,1.13937332666701,0.948670044525131
"Fishery","Model 26.0",1969,10,1.1536636512337,0.960568517594193
"Fishery","Model 26.0",1969,11,1.16434632680995,0.969463174049088
"Fishery","Model 26.0",1969,12,1.16423920646404,0.96937398303421
"Fishery","Model 26.0",1969,13,1.16423920646404,0.96937398303421
"Fishery","Model 26.0",1969,14,1.16423920646404,0.96937398303421
"Fishery","Model 26.0",1969,15,1.16423920646404,0.96937398303421
"Fishery","Model 26.0",1970,1,0.0215532777279932,0.0174183216639014
"Fishery","Model 26.0",1970,2,0.233208065460738,0.188467533805102
"Fishery","Model 26.0",1970,3,0.894820198518487,0.723150615226742
"Fishery","Model 26.0",1970,4,0.991907168184672,0.801611631150212
"Fishery","Model 26.0",1970,5,1.04894254829658,0.847704880146947
"Fishery","Model 26.0",1970,6,1.04417542262274,0.843852318627204
"Fishery","Model 26.0",1970,7,1.08994272635127,0.880839250642538
"Fishery","Model 26.0",1970,8,1.151671107338,0.930725157064202
"Fishery","Model 26.0",1970,9,1.16211985625694,0.939169333024458
"Fishery","Model 26.0",1970,10,1.19468162864415,0.965484190214395
"Fishery","Model 26.0",1970,11,1.21741325058895,0.983854792958605
"Fishery","Model 26.0",1970,12,1.23739118750237,1
"Fishery","Model 26.0",1970,13,1.23739118750237,1
"Fishery","Model 26.0",1970,14,1.23739118750237,1
"Fishery","Model 26.0",1970,15,1.23739118750237,1
"Fishery","Model 26.0",1971,1,0.0237374501292976,0.0187220746579861
"Fishery","Model 26.0",1971,2,0.239893114479568,0.189207213696469
"Fishery","Model 26.0",1971,3,0.816193139690531,0.643743486068964
"Fishery","Model 26.0",1971,4,0.960876877502498,0.757857669621007
"Fishery","Model 26.0",1971,5,1.05657825484034,0.833338747901597
"Fishery","Model 26.0",1971,6,1.03825823319034,0.818889478447683
"Fishery","Model 26.0",1971,7,1.03698044102913,0.81788166505116
"Fishery","Model 26.0",1971,8,1.15429792297219,0.910411681698315
"Fishery","Model 26.0",1971,9,1.16725068494598,0.920627714818109
"Fishery","Model 26.0",1971,10,1.20205988055072,0.948082237327758
"Fishery","Model 26.0",1971,11,1.23233132969257,0.971957772726547
"Fishery","Model 26.0",1971,12,1.26788566774421,1
"Fishery","Model 26.0",1971,13,1.26788566774421,1
"Fishery","Model 26.0",1971,14,1.26788566774421,1
"Fishery","Model 26.0",1971,15,1.26788566774421,1
"Fishery","Model 26.0",1972,1,0.0206242314876816,0.0168010655333445
"Fishery","Model 26.0",1972,2,0.294488654059302,0.239898547426211
"Fishery","Model 26.0",1972,3,0.908317000013813,0.73993998037686
"Fishery","Model 26.0",1972,4,1.05045161464443,0.85572674200199
"Fishery","Model 26.0",1972,5,1.05028455951769,0.85559065430661
"Fishery","Model 26.0",1972,6,1.04600032547505,0.852100599564281
"Fishery","Model 26.0",1972,7,1.04547600735157,0.851673475617472
"Fishery","Model 26.0",1972,8,1.13300760079851,0.922979116199447
"Fishery","Model 26.0",1972,9,1.15642699487036,0.942057197959117
"Fishery","Model 26.0",1972,10,1.18234595888179,0.963171498056681
"Fishery","Model 26.0",1972,11,1.20235717505946,0.979473184478484
"Fishery","Model 26.0",1972,12,1.22755496946009,1
"Fishery","Model 26.0",1972,13,1.22755496946009,1
"Fishery","Model 26.0",1972,14,1.22755496946009,1
"Fishery","Model 26.0",1972,15,1.22755496946009,1
"Fishery","Model 26.0",1973,1,0.0171974249788423,0.0146078576947786
"Fishery","Model 26.0",1973,2,0.327239120650869,0.277963852874105
"Fishery","Model 26.0",1973,3,0.954119336026769,0.810449209789427
"Fishery","Model 26.0",1973,4,1.09607081534238,0.931025808434683
"Fishery","Model 26.0",1973,5,1.09961905458907,0.934039758142066
"Fishery","Model 26.0",1973,6,1.09740906483689,0.932162545952067
"Fishery","Model 26.0",1973,7,1.09199450797778,0.9275633064627
"Fishery","Model 26.0",1973,8,1.14258794447986,0.970538444986141
"Fishery","Model 26.0",1973,9,1.14262716133364,0.970571756613892
"Fishery","Model 26.0",1973,10,1.15730507215535,0.983039485521215
"Fishery","Model 26.0",1973,11,1.16474163924261,0.989356263404072
"Fishery","Model 26.0",1973,12,1.17727221459648,1
"Fishery","Model 26.0",1973,13,1.17727221459648,1
"Fishery","Model 26.0",1973,14,1.17727221459648,1
"Fishery","Model 26.0",1973,15,1.17727221459648,1
"Fishery","Model 26.0",1974,1,0.0147297312716545,0.0129721867963614
"Fishery","Model 26.0",1974,2,0.378484163990995,0.333323614953118
"Fishery","Model 26.0",1974,3,1.12216788453663,0.988271350414922
"Fishery","Model 26.0",1974,4,1.118147558136,0.984730727433454
"Fishery","Model 26.0",1974,5,1.1119906729952,0.979308478876621
"Fishery","Model 26.0",1974,6,1.10308235669547,0.971463098607966
"Fishery","Model 26.0",1974,7,1.09889197806655,0.96777271394858
"Fishery","Model 26.0",1974,8,1.12464282188033,0.990450979421023
"Fishery","Model 26.0",1974,9,1.12751499969171,0.992980450352599
"Fishery","Model 26.0",1974,10,1.13548559721527,1
"Fishery","Model 26.0",1974,11,1.13437425876516,0.999021265921083
"Fishery","Model 26.0",1974,12,1.13262199418876,0.997478080714068
"Fishery","Model 26.0",1974,13,1.13262199418876,0.997478080714068
"Fishery","Model 26.0",1974,14,1.13262199418876,0.997478080714068
"Fishery","Model 26.0",1974,15,1.13262199418876,0.997478080714068
"Fishery","Model 26.0",1975,1,0.0122767034100174,0.00981568881115497
"Fishery","Model 26.0",1975,2,0.307102275782151,0.245539887345931
"Fishery","Model 26.0",1975,3,1.25072255714399,1
"Fishery","Model 26.0",1975,4,1.18102057035774,0.9442706246976
"Fishery","Model 26.0",1975,5,1.13419351546582,0.906830622816732
"Fishery","Model 26.0",1975,6,1.1097217483803,0.887264519250643
"Fishery","Model 26.0",1975,7,1.09946635325852,0.879064942883207
"Fishery","Model 26.0",1975,8,1.0980514011105,0.877933635112401
"Fishery","Model 26.0",1975,9,1.1026834973544,0.881637171294293
"Fishery","Model 26.0",1975,10,1.1198875129474,0.895392432598835
"Fishery","Model 26.0",1975,11,1.11859962912268,0.89436272075958
"Fishery","Model 26.0",1975,12,1.11656855891662,0.892738803293261
"Fishery","Model 26.0",1975,13,1.11656855891662,0.892738803293261
"Fishery","Model 26.0",1975,14,1.11656855891662,0.892738803293261
"Fishery","Model 26.0",1975,15,1.11656855891662,0.892738803293261
"Fishery","Model 26.0",1976,1,0.0102125230724337,0.00831089985695813
"Fishery","Model 26.0",1976,2,0.272379192405076,0.22166081536776
"Fishery","Model 26.0",1976,3,1.12821926888768,0.918139160510266
"Fishery","Model 26.0",1976,4,1.22881074831909,1
"Fishery","Model 26.0",1976,5,1.16502958109349,0.948095207245829
"Fishery","Model 26.0",1976,6,1.12639425871258,0.916653976418576
"Fishery","Model 26.0",1976,7,1.1080206389783,0.901701617188804
"Fishery","Model 26.0",1976,8,1.10178189509102,0.896624558824999
"Fishery","Model 26.0",1976,9,1.10135168462758,0.896274455715934
"Fishery","Model 26.0",1976,10,1.12899199825682,0.91876800378023
"Fishery","Model 26.0",1976,11,1.12830676262908,0.918210362476493
"Fishery","Model 26.0",1976,12,1.12512536198172,0.915621354647817
"Fishery","Model 26.0",1976,13,1.12512536198172,0.915621354647817
"Fishery","Model 26.0",1976,14,1.12512536198172,0.915621354647817
"Fishery","Model 26.0",1976,15,1.12512536198172,0.915621354647817
"Fishery","Model 26.0",1977,1,0.00851024334274981,0.00718659571473019
"Fishery","Model 26.0",1977,2,0.260578084789122,0.220048860188411
"Fishery","Model 26.0",1977,3,0.907039864986819,0.76596268100337
"Fishery","Model 26.0",1977,4,1.10473734413965,0.932911121755435
"Fishery","Model 26.0",1977,5,1.15206456413111,0.972877264047999
"Fishery","Model 26.0",1977,6,1.1292983503523,0.953652011867304
"Fishery","Model 26.0",1977,7,1.11503203552723,0.941604619935305
"Fishery","Model 26.0",1977,8,1.10994283209284,0.937306969901109
"Fishery","Model 26.0",1977,9,1.12297594010854,0.948312962849008
"Fishery","Model 26.0",1977,10,1.16987428422786,0.987916934827435
"Fishery","Model 26.0",1977,11,1.18418284269234,1
"Fishery","Model 26.0",1977,12,1.18394090340236,0.99979569093449
"Fishery","Model 26.0",1977,13,1.18394090340236,0.99979569093449
"Fishery","Model 26.0",1977,14,1.18394090340236,0.99979569093449
"Fishery","Model 26.0",1977,15,1.18394090340236,0.99979569093449
"Fishery","Model 26.0",1978,1,0.00669375263028042,0.00546247373427219
"Fishery","Model 26.0",1978,2,0.212282669143873,0.173234442395434
"Fishery","Model 26.0",1978,3,0.810663338829668,0.661546286557193
"Fishery","Model 26.0",1978,4,1.01503821932358,0.828327534431938
"Fishery","Model 26.0",1978,5,1.1306753004669,0.92269381196598
"Fishery","Model 26.0",1978,6,1.1135952327516,0.908755528550437
"Fishery","Model 26.0",1978,7,1.11727328033547,0.911757019557047
"Fishery","Model 26.0",1978,8,1.11633466510756,0.910991057426051
"Fishery","Model 26.0",1978,9,1.14860206502045,0.937323047003929
"Fishery","Model 26.0",1978,10,1.20233510291409,0.981172188788592
"Fishery","Model 26.0",1978,11,1.22540683139272,1
"Fishery","Model 26.0",1978,12,1.22527488552095,0.999892324843975
"Fishery","Model 26.0",1978,13,1.22527488552095,0.999892324843975
"Fishery","Model 26.0",1978,14,1.22527488552095,0.999892324843975
"Fishery","Model 26.0",1978,15,1.22527488552095,0.999892324843975
"Fishery","Model 26.0",1979,1,0.00538959683794445,0.00433180912679906
"Fishery","Model 26.0",1979,2,0.135605623614308,0.108991023944896
"Fishery","Model 26.0",1979,3,0.638070415575662,0.51283970449732
"Fishery","Model 26.0",1979,4,0.907698267776115,0.72954912193987
"Fishery","Model 26.0",1979,5,1.15746413792366,0.930294763664099
"Fishery","Model 26.0",1979,6,1.1784323948161,0.94714769150098
"Fishery","Model 26.0",1979,7,1.16151386688861,0.933549673710047
"Fishery","Model 26.0",1979,8,1.16476609026133,0.936163600375057
"Fishery","Model 26.0",1979,9,1.20067500416209,0.965024861364679
"Fishery","Model 26.0",1979,10,1.23382214673042,0.991666389297509
"Fishery","Model 26.0",1979,11,1.24419074806443,1
"Fishery","Model 26.0",1979,12,1.24309292683733,0.999117642348003
"Fishery","Model 26.0",1979,13,1.24309292683733,0.999117642348003
"Fishery","Model 26.0",1979,14,1.24309292683733,0.999117642348003
"Fishery","Model 26.0",1979,15,1.24309292683733,0.999117642348003
"Fishery","Model 26.0",1980,1,0.00422905018809264,0.00337414059080351
"Fishery","Model 26.0",1980,2,0.0779401094485974,0.0621843854401711
"Fishery","Model 26.0",1980,3,0.455477341738815,0.363401832231591
"Fishery","Model 26.0",1980,4,0.90560877010654,0.722538436457351
"Fishery","Model 26.0",1980,5,1.20032919078603,0.957680629177905
"Fishery","Model 26.0",1980,6,1.25337106569277,1
"Fishery","Model 26.0",1980,7,1.2323757060528,0.98324888756837
"Fishery","Model 26.0",1980,8,1.22011327701276,0.973465329150844
"Fishery","Model 26.0",1980,9,1.22009798566809,0.973453128977179
"Fishery","Model 26.0",1980,10,1.24132714215173,0.990390775827922
"Fishery","Model 26.0",1980,11,1.24120245439308,0.990291293909065
"Fishery","Model 26.0",1980,12,1.23698197669017,0.98692399286117
"Fishery","Model 26.0",1980,13,1.23698197669017,0.98692399286117
"Fishery","Model 26.0",1980,14,1.23698197669017,0.98692399286117
"Fishery","Model 26.0",1980,15,1.23698197669017,0.98692399286117
"Fishery","Model 26.0",1981,1,0.00347452518718684,0.00271139701197388
"Fishery","Model 26.0",1981,2,0.0569979387307819,0.0444791827479712
"Fishery","Model 26.0",1981,3,0.329967845993293,0.257495278771615
"Fishery","Model 26.0",1981,4,0.856570266551748,0.668437250027392
"Fishery","Model 26.0",1981,5,1.28145202338237,1
"Fishery","Model 26.0",1981,6,1.27737154765794,0.996815740542778
"Fishery","Model 26.0",1981,7,1.26459420992367,0.986844756455103
"Fishery","Model 26.0",1981,8,1.25586025140811,0.980029083018881
"Fishery","Model 26.0",1981,9,1.24853267256088,0.974310898714262
"Fishery","Model 26.0",1981,10,1.24414332606009,0.970885607387934
"Fishery","Model 26.0",1981,11,1.23973932375778,0.967448879190588
"Fishery","Model 26.0",1981,12,1.23532401719654,0.96400332954793
"Fishery","Model 26.0",1981,13,1.23532401719654,0.96400332954793
"Fishery","Model 26.0",1981,14,1.23532401719654,0.96400332954793
"Fishery","Model 26.0",1981,15,1.23532401719654,0.96400332954793
"Fishery","Model 26.0",1982,1,0.00298287441322451,0.00228703919112504
"Fishery","Model 26.0",1982,2,0.0496268724617319,0.0380500773850052
"Fishery","Model 26.0",1982,3,0.233226099482045,0.178819875065426
"Fishery","Model 26.0",1982,4,0.805372813499214,0.61749806823017
"Fishery","Model 26.0",1982,5,1.2972399622928,0.994624051520162
"Fishery","Model 26.0",1982,6,1.30425155143808,1
"Fishery","Model 26.0",1982,7,1.28789707842234,0.987460645151083
"Fishery","Model 26.0",1982,8,1.28094702540234,0.982131877849762
"Fishery","Model 26.0",1982,9,1.2703356736482,0.973995907651039
"Fishery","Model 26.0",1982,10,1.25779496106451,0.964380651629403
"Fishery","Model 26.0",1982,11,1.24796107829239,0.956840784982303
"Fishery","Model 26.0",1982,12,1.24059100239578,0.951189976372193
"Fishery","Model 26.0",1982,13,1.24059100239578,0.951189976372193
"Fishery","Model 26.0",1982,14,1.24059100239578,0.951189976372193
"Fishery","Model 26.0",1982,15,1.24059100239578,0.951189976372193
"Fishery","Model 26.0",1983,1,0.0025687322135735,0.0018954614605713
"Fishery","Model 26.0",1983,2,0.053680399092921,0.0396106402726852
"Fishery","Model 26.0",1983,3,0.20738133185017,0.153026197159378
"Fishery","Model 26.0",1983,4,0.653489673851288,0.482208493793618
"Fishery","Model 26.0",1983,5,1.17881761943203,0.869846749641302
"Fishery","Model 26.0",1983,6,1.35520149948038,1
"Fishery","Model 26.0",1983,7,1.32146044858611,0.975102557879987
"Fishery","Model 26.0",1983,8,1.30599308909627,0.963689229680622
"Fishery","Model 26.0",1983,9,1.2953343325442,0.955824158282631
"Fishery","Model 26.0",1983,10,1.28474944790563,0.948013596795923
"Fishery","Model 26.0",1983,11,1.27474852757738,0.94063394120074
"Fishery","Model 26.0",1983,12,1.26664372459251,0.934653426134913
"Fishery","Model 26.0",1983,13,1.26664372459251,0.934653426134913
"Fishery","Model 26.0",1983,14,1.26664372459251,0.934653426134913
"Fishery","Model 26.0",1983,15,1.26664372459251,0.934653426134913
"Fishery","Model 26.0",1984,1,0.00223222172424889,0.00164258006224952
"Fishery","Model 26.0",1984,2,0.0447779162778174,0.0329498238046984
"Fishery","Model 26.0",1984,3,0.21169965169638,0.1557791608621
"Fishery","Model 26.0",1984,4,0.584709031973444,0.430258064287931
"Fishery","Model 26.0",1984,5,1.18129668910525,0.869257013336597
"Fishery","Model 26.0",1984,6,1.35897285955843,1
"Fishery","Model 26.0",1984,7,1.34430734767755,0.989208385010982
"Fishery","Model 26.0",1984,8,1.31565397600883,0.968123805236494
"Fishery","Model 26.0",1984,9,1.30169092269038,0.957849094288271
"Fishery","Model 26.0",1984,10,1.28926768238356,0.948707454542158
"Fishery","Model 26.0",1984,11,1.27960442307322,0.941596746449377
"Fishery","Model 26.0",1984,12,1.27144681945772,0.93559397490164
"Fishery","Model 26.0",1984,13,1.27144681945772,0.93559397490164
"Fishery","Model 26.0",1984,14,1.27144681945772,0.93559397490164
"Fishery","Model 26.0",1984,15,1.27144681945772,0.93559397490164
"Fishery","Model 26.0",1985,1,0.00193687258676543,0.0013652597747731
"Fishery","Model 26.0",1985,2,0.0459359003401888,0.0323792268944126
"Fishery","Model 26.0",1985,3,0.237409367254311,0.16734475023364
"Fishery","Model 26.0",1985,4,0.524258734317336,0.369538691614308
"Fishery","Model 26.0",1985,5,0.913462499665,0.643880044086424
"Fishery","Model 26.0",1985,6,1.41868428452551,1
"Fishery","Model 26.0",1985,7,1.39669759042968,0.984502052827646
"Fishery","Model 26.0",1985,8,1.36285572459923,0.960647650407326
"Fishery","Model 26.0",1985,9,1.32686787077977,0.935280587268614
"Fishery","Model 26.0",1985,10,1.31113355084892,0.924189803996769
"Fishery","Model 26.0",1985,11,1.30026090089925,0.916525907195861
"Fishery","Model 26.0",1985,12,1.29012417593851,0.909380748071094
"Fishery","Model 26.0",1985,13,1.29012417593851,0.909380748071094
"Fishery","Model 26.0",1985,14,1.29012417593851,0.909380748071094
"Fishery","Model 26.0",1985,15,1.29012417593851,0.909380748071094
"Fishery","Model 26.0",1986,1,0.00168346092573197,0.00119194561236244
"Fishery","Model 26.0",1986,2,0.0439499924045197,0.031118037733577
"Fishery","Model 26.0",1986,3,0.250544945227807,0.177394047939679
"Fishery","Model 26.0",1986,4,0.612727423094894,0.433831134639821
"Fishery","Model 26.0",1986,5,0.883750655895577,0.625724482591808
"Fishery","Model 26.0",1986,6,1.30881933113631,0.926687061919637
"Fishery","Model 26.0",1986,7,1.41236387656593,1
"Fishery","Model 26.0",1986,8,1.33501758195359,0.945236283725688
"Fishery","Model 26.0",1986,9,1.3330305731105,0.943829416220753
"Fishery","Model 26.0",1986,10,1.3138059296563,0.930217737408247
"Fishery","Model 26.0",1986,11,1.30495445146203,0.923950600205764
"Fishery","Model 26.0",1986,12,1.2998379446417,0.920327945374936
"Fishery","Model 26.0",1986,13,1.2998379446417,0.920327945374936
"Fishery","Model 26.0",1986,14,1.2998379446417,0.920327945374936
"Fishery","Model 26.0",1986,15,1.2998379446417,0.920327945374936
"Fishery","Model 26.0",1987,1,0.00144022310117745,0.000993885291409758
"Fishery","Model 26.0",1987,2,0.0395020283590317,0.0272600022418718
"Fishery","Model 26.0",1987,3,0.273018848040263,0.188407905082909
"Fishery","Model 26.0",1987,4,0.539288702999614,0.372158389416588
"Fishery","Model 26.0",1987,5,0.88072839265974,0.60778291535238
"Fishery","Model 26.0",1987,6,1.21899818351652,0.841219922011938
"Fishery","Model 26.0",1987,7,1.25184389310731,0.863886457232432
"Fishery","Model 26.0",1987,8,1.44908382649932,1
"Fishery","Model 26.0",1987,9,1.43853983180612,0.99272368202558
"Fishery","Model 26.0",1987,10,1.37211156326934,0.946882118327182
"Fishery","Model 26.0",1987,11,1.3295039345702,0.917478968612881
"Fishery","Model 26.0",1987,12,1.30148514301784,0.898143447064722
"Fishery","Model 26.0",1987,13,1.30148514301784,0.898143447064722
"Fishery","Model 26.0",1987,14,1.30148514301784,0.898143447064722
"Fishery","Model 26.0",1987,15,1.30148514301784,0.898143447064722
"Fishery","Model 26.0",1988,1,0.00123949528045542,0.000867990970863621
"Fishery","Model 26.0",1988,2,0.0354756242982468,0.0248427904988185
"Fishery","Model 26.0",1988,3,0.427717550923764,0.299521085828838
"Fishery","Model 26.0",1988,4,0.56196328050185,0.393530383797254
"Fishery","Model 26.0",1988,5,0.978344725454359,0.685113046799514
"Fishery","Model 26.0",1988,6,1.16998406544373,0.81931381335017
"Fishery","Model 26.0",1988,7,1.42800480887741,1
"Fishery","Model 26.0",1988,8,1.35187454323096,0.946687668575644
"Fishery","Model 26.0",1988,9,1.34792282263836,0.943920366555344
"Fishery","Model 26.0",1988,10,1.28496440823561,0.899831989533535
"Fishery","Model 26.0",1988,11,1.28330602266798,0.898670659013269
"Fishery","Model 26.0",1988,12,1.28230066311182,0.897966628081504
"Fishery","Model 26.0",1988,13,1.28230066311182,0.897966628081504
"Fishery","Model 26.0",1988,14,1.28230066311182,0.897966628081504
"Fishery","Model 26.0",1988,15,1.28230066311182,0.897966628081504
"Fishery","Model 26.0",1989,1,0.0010417437160648,0.000669767773262319
"Fishery","Model 26.0",1989,2,0.031320425598638,0.0201368257733008
"Fishery","Model 26.0",1989,3,0.276255474485997,0.177612795877428
"Fishery","Model 26.0",1989,4,0.617935979260253,0.397289274190413
"Fishery","Model 26.0",1989,5,0.96132396571888,0.618063542860077
"Fishery","Model 26.0",1989,6,1.1877348018178,0.76362974997795
"Fishery","Model 26.0",1989,7,1.55538047313124,1
"Fishery","Model 26.0",1989,8,1.43368619447451,0.921759157480135
"Fishery","Model 26.0",1989,9,1.32720049356009,0.853296358342608
"Fishery","Model 26.0",1989,10,1.30913542261407,0.841681791194513
"Fishery","Model 26.0",1989,11,1.28284530187821,0.824779096844145
"Fishery","Model 26.0",1989,12,1.25403493093606,0.806256059272415
"Fishery","Model 26.0",1989,13,1.25403493093606,0.806256059272415
"Fishery","Model 26.0",1989,14,1.25403493093606,0.806256059272415
"Fishery","Model 26.0",1989,15,1.25403493093606,0.806256059272415
"Fishery","Model 26.0",1990,1,0.000866182452408974,0.000610925056231514
"Fishery","Model 26.0",1990,2,0.027892491863433,0.019672786158059
"Fishery","Model 26.0",1990,3,0.184152343728514,0.129884045370141
"Fishery","Model 26.0",1990,4,0.597744591637729,0.421593796137009
"Fishery","Model 26.0",1990,5,1.04915506781708,0.739977030265557
"Fishery","Model 26.0",1990,6,1.1859431559538,0.836454706769292
"Fishery","Model 26.0",1990,7,1.4051543234148,0.991066006542487
"Fishery","Model 26.0",1990,8,1.41782112809714,1
"Fishery","Model 26.0",1990,9,1.32638996589981,0.93551290752731
"Fishery","Model 26.0",1990,10,1.22836272916351,0.86637355363162
"Fishery","Model 26.0",1990,11,1.37921451759027,0.972770464664551
"Fishery","Model 26.0",1990,12,1.29932587559538,0.916424399274685
"Fishery","Model 26.0",1990,13,1.29932587559538,0.916424399274685
"Fishery","Model 26.0",1990,14,1.29932587559538,0.916424399274685
"Fishery","Model 26.0",1990,15,1.29932587559538,0.916424399274685
"Fishery","Model 26.0",1991,1,0.000699764418567091,0.00042283437386995
"Fishery","Model 26.0",1991,2,0.0233372641332139,0.0141015993465507
"Fishery","Model 26.0",1991,3,0.109871386490568,0.0663900559678267
"Fishery","Model 26.0",1991,4,0.380408908523016,0.229863020156489
"Fishery","Model 26.0",1991,5,0.742665562199355,0.448757495601688
"Fishery","Model 26.0",1991,6,0.955093041847424,0.577117323518762
"Fishery","Model 26.0",1991,7,1.37387364513383,0.830166534769148
"Fishery","Model 26.0",1991,8,1.16385975745768,0.703265125747269
"Fishery","Model 26.0",1991,9,1.30841588936977,0.790613524585941
"Fishery","Model 26.0",1991,10,1.13157752166198,0.683758505236684
"Fishery","Model 26.0",1991,11,1.65493739821237,1
"Fishery","Model 26.0",1991,12,1.53881496513806,0.929832733733773
"Fishery","Model 26.0",1991,13,1.53881496513806,0.929832733733773
"Fishery","Model 26.0",1991,14,1.53881496513806,0.929832733733773
"Fishery","Model 26.0",1991,15,1.53881496513806,0.929832733733773
"Fishery","Model 26.0",1992,1,0.000621355934619159,0.000417248330118774
"Fishery","Model 26.0",1992,2,0.0221757128801397,0.014891270289553
"Fishery","Model 26.0",1992,3,0.185414062374288,0.12450787639717
"Fishery","Model 26.0",1992,4,0.30080529207635,0.201994539388563
"Fishery","Model 26.0",1992,5,0.536946436924605,0.360566290088362
"Fishery","Model 26.0",1992,6,0.917514922955144,0.616122818070024
"Fishery","Model 26.0",1992,7,1.30764424125764,0.878099565249339
"Fishery","Model 26.0",1992,8,1.44080914884244,0.967521476628098
"Fishery","Model 26.0",1992,9,1.44708616143625,0.97173656958365
"Fishery","Model 26.0",1992,10,1.41957563493949,0.953262904809695
"Fishery","Model 26.0",1992,11,1.48917536576428,1
"Fishery","Model 26.0",1992,12,1.48305791615369,0.995892055595851
"Fishery","Model 26.0",1992,13,1.48305791615369,0.995892055595851
"Fishery","Model 26.0",1992,14,1.48305791615369,0.995892055595851
"Fishery","Model 26.0",1992,15,1.48305791615369,0.995892055595851
"Fishery","Model 26.0",1993,1,0.00056261771491553,0.000385978933817646
"Fishery","Model 26.0",1993,2,0.0140626831317816,0.00964758004933313
"Fishery","Model 26.0",1993,3,0.182445312856426,0.125165001864406
"Fishery","Model 26.0",1993,4,0.688946975898701,0.472646011962486
"Fishery","Model 26.0",1993,5,0.560952242999917,0.384836351461546
"Fishery","Model 26.0",1993,6,0.96421025146038,0.661487960596117
"Fishery","Model 26.0",1993,7,1.43677324756252,0.985685646807545
"Fishery","Model 26.0",1993,8,1.45763839842445,1
"Fishery","Model 26.0",1993,9,1.43470261098329,0.984265104798312
"Fishery","Model 26.0",1993,10,1.35401000716427,0.928906653822928
"Fishery","Model 26.0",1993,11,1.30749613398436,0.896996220322969
"Fishery","Model 26.0",1993,12,1.39954987945475,0.960148882581243
"Fishery","Model 26.0",1993,13,1.39954987945475,0.960148882581243
"Fishery","Model 26.0",1993,14,1.39954987945475,0.960148882581243
"Fishery","Model 26.0",1993,15,1.39954987945475,0.960148882581243
"Fishery","Model 26.0",1994,1,0.000536752464237019,0.000377399139611341
"Fishery","Model 26.0",1994,2,0.0137882055918664,0.00969470523913015
"Fishery","Model 26.0",1994,3,0.0813503716192374,0.0571987318210165
"Fishery","Model 26.0",1994,4,0.490617658432392,0.344961028606946
"Fishery","Model 26.0",1994,5,1.34111039605449,0.942955912301674
"Fishery","Model 26.0",1994,6,1.23179036979416,0.866091274313316
"Fishery","Model 26.0",1994,7,1.42224082648886,1
"Fishery","Model 26.0",1994,8,1.37290417892012,0.965310623454295
"Fishery","Model 26.0",1994,9,1.33116844797139,0.935965571497261
"Fishery","Model 26.0",1994,10,1.29047528570493,0.907353566055879
"Fishery","Model 26.0",1994,11,1.28886525802753,0.906221530153512
"Fishery","Model 26.0",1994,12,1.28378806223269,0.902651673558005
"Fishery","Model 26.0",1994,13,1.28378806223269,0.902651673558005
"Fishery","Model 26.0",1994,14,1.28378806223269,0.902651673558005
"Fishery","Model 26.0",1994,15,1.28378806223269,0.902651673558005
"Fishery","Model 26.0",1995,1,0.000501304880537797,0.000280252517014005
"Fishery","Model 26.0",1995,2,0.0154642343673826,0.00864521925360888
"Fishery","Model 26.0",1995,3,0.0562215956500521,0.0314304613882226
"Fishery","Model 26.0",1995,4,0.226930443871139,0.126864569947464
"Fishery","Model 26.0",1995,5,0.853947713271662,0.477396102319999
"Fishery","Model 26.0",1995,6,1.788761385193,1
"Fishery","Model 26.0",1995,7,1.56716180163889,0.876115626495256
"Fishery","Model 26.0",1995,8,1.51081640200154,0.844615952976044
"Fishery","Model 26.0",1995,9,1.40794177901044,0.787104300587598
"Fishery","Model 26.0",1995,10,1.33204483399337,0.744674412708012
"Fishery","Model 26.0",1995,11,1.28586903877015,0.718860016441716
"Fishery","Model 26.0",1995,12,1.23858486683796,0.692425986546171
"Fishery","Model 26.0",1995,13,1.23858486683796,0.692425986546171
"Fishery","Model 26.0",1995,14,1.23858486683796,0.692425986546171
"Fishery","Model 26.0",1995,15,1.23858486683796,0.692425986546171
"Fishery","Model 26.0",1996,1,0.000467282932588979,0.00023961960326544
"Fishery","Model 26.0",1996,2,0.0241658038148727,0.0123920646761641
"Fishery","Model 26.0",1996,3,0.0699709867874433,0.0358806601413927
