"Scenario","Year","Quantity","Value","Reference_value","Percent_change"
"Drop BTS",1987,"Spawning biomass",4338.0249691785,4111.67289570754,5.50510897175847
"Drop BTS",1987,"Total biomass",10968.6899465123,10670.3298283546,2.79616584451592
"Drop BTS",1987,"Age-1 recruitment",6821.96020475072,7215.04123067866,-5.44807733400808
"Drop BTS",1987,"Fishing mortality",0.0842948570120121,0.0909700236778761,-7.3377651186513
"Drop BTS",1988,"Spawning biomass",3903.77856831956,3871.73405333278,0.82765279188528
"Drop BTS",1988,"Total biomass",9574.75723109493,9607.96423637365,-0.345619576236633
"Drop BTS",1988,"Age-1 recruitment",5560.54155682965,5596.45361579713,-0.641693140565136
"Drop BTS",1988,"Fishing mortality",0.132469845786367,0.128334850047685,3.22203652175972
"Drop BTS",1989,"Spawning biomass",3248.88942971213,3349.64715467594,-3.00801010706937
"Drop BTS",1989,"Total biomass",7929.69157594038,8173.98573060106,-2.98867850657137
"Drop BTS",1989,"Age-1 recruitment",12075.3831521669,11776.1136273517,2.54132674229737
"Drop BTS",1989,"Fishing mortality",0.149871729174375,0.135686822167975,10.4541522748902
"Drop BTS",1990,"Spawning biomass",2659.58279421914,2839.7756115145,-6.34531885423343
"Drop BTS",1990,"Total biomass",7519.81470090217,7820.11459556172,-3.84009583222701
"Drop BTS",1990,"Age-1 recruitment",49933.5178659721,50239.4817233119,-0.609010775678143
"Drop BTS",1990,"Fishing mortality",0.2408328336486,0.207252815389894,16.2024425074917
"Drop BTS",1991,"Spawning biomass",2080.88838325843,2290.05047302166,-9.13351440185738
"Drop BTS",1991,"Total biomass",8489.14696060277,8914.29766156307,-4.769312368752
"Drop BTS",1991,"Age-1 recruitment",25549.5482315234,27208.9033345696,-6.09857399485113
"Drop BTS",1991,"Fishing mortality",0.286103053372397,0.249554833560426,14.6453664273031
"Drop BTS",1992,"Spawning biomass",1977.84820714744,2171.41522840618,-8.91432549272567
"Drop BTS",1992,"Total biomass",9287.74154635152,9819.51557580279,-5.41548129687443
"Drop BTS",1992,"Age-1 recruitment",20474.4508131872,23530.4983651714,-12.9876023217069
"Drop BTS",1992,"Fishing mortality",0.42097991737876,0.33396449744281,26.0552904881309
"Drop BTS",1993,"Spawning biomass",2646.36463027692,2842.34302871011,-6.89495942093015
"Drop BTS",1993,"Total biomass",9772.87615046399,10420.8974712639,-6.21847899940338
"Drop BTS",1993,"Age-1 recruitment",43492.7707960914,45925.737105197,-5.29760971181076
"Drop BTS",1993,"Fishing mortality",0.281146023640869,0.215755082568009,30.3079493166738
"Drop BTS",1994,"Spawning biomass",3068.56300538802,3301.20258303486,-7.04711606741099
"Drop BTS",1994,"Total biomass",9889.73567416041,10617.7321693179,-6.85642172498171
"Drop BTS",1994,"Age-1 recruitment",15618.8312291743,15825.9383868913,-1.30865641362885
"Drop BTS",1994,"Fishing mortality",0.216300218018173,0.16914743317745,27.8767368531426
"Drop BTS",1995,"Spawning biomass",3248.50179084888,3528.91685789726,-7.94620781220284
"Drop BTS",1995,"Total biomass",8208.76988451105,8876.82056020935,-7.5257877656428
"Drop BTS",1995,"Age-1 recruitment",10435.8738218724,11094.2620374502,-5.93449310423122
"Drop BTS",1995,"Fishing mortality",0.206911271109539,0.167263725114407,23.7036129429814
"Drop BTS",1996,"Spawning biomass",3178.63928635605,3465.53898744885,-8.27864589409795
"Drop BTS",1996,"Total biomass",8592.10808217453,9267.98562905818,-7.29260460616766
"Drop BTS",1996,"Age-1 recruitment",23616.1121285381,22577.658010365,4.59947669371394
"Drop BTS",1996,"Fishing mortality",0.238686275036815,0.195617850248373,22.0166128672609
"Drop BTS",1997,"Spawning biomass",3087.00412181983,3369.53286749173,-8.38480456438503
"Drop BTS",1997,"Total biomass",8112.85124211811,8654.17725017381,-6.25508344013667
"Drop BTS",1997,"Age-1 recruitment",32541.0138043116,30234.0197975292,7.63045741926414
"Drop BTS",1997,"Fishing mortality",0.247314454668198,0.198886480534429,24.3495555875082
"Drop BTS",1998,"Spawning biomass",2635.76415896227,2864.03816096318,-7.97035476385344
"Drop BTS",1998,"Total biomass",8351.89614052631,8809.66289016045,-5.19618917706178
"Drop BTS",1998,"Age-1 recruitment",15225.9756727399,14874.188337645,2.36508592676961
"Drop BTS",1998,"Fishing mortality",0.208142255256703,0.168176666785922,23.7640507655293
"Drop BTS",1999,"Spawning biomass",2816.67901869427,2984.76099943692,-5.63133801246954
"Drop BTS",1999,"Total biomass",8565.3673416287,8872.90900676027,-3.46607482278086
"Drop BTS",1999,"Age-1 recruitment",16002.2751695355,16129.311930025,-0.787614258070368
"Drop BTS",1999,"Fishing mortality",0.171625092064161,0.135576051035732,26.5895346213684
"Drop BTS",2000,"Spawning biomass",2774.78727522247,2872.05009426534,-3.38652933794841
"Drop BTS",2000,"Total biomass",9044.25946092446,9192.93324855298,-1.6172616901349
"Drop BTS",2000,"Age-1 recruitment",25237.5423065398,24679.909979727,2.25945851208889
"Drop BTS",2000,"Fishing mortality",0.189194302912726,0.151869528935707,24.5768682095668
"Drop BTS",2001,"Spawning biomass",2860.37822851543,2911.08758517124,-1.7419385426298
"Drop BTS",2001,"Total biomass",8971.48389216608,9053.99415323545,-0.911313390233248
"Drop BTS",2001,"Age-1 recruitment",34782.088893275,34466.484729209,0.915684226417524
"Drop BTS",2001,"Fishing mortality",0.210661024396668,0.175950725817317,19.727283543797
"Drop BTS",2002,"Spawning biomass",2685.87358827538,2706.15981938083,-0.74963167216402
"Drop BTS",2002,"Total biomass",9486.32232118774,9500.67173584833,-0.151035790516263
"Drop BTS",2002,"Age-1 recruitment",23555.4528920538,23035.815664057,2.25577958937888
"Drop BTS",2002,"Fishing mortality",0.24312737566216,0.207705372256696,17.0539659232733
"Drop BTS",2003,"Spawning biomass",2739.44778155172,2732.41499367157,0.257383592772165
"Drop BTS",2003,"Total biomass",10847.2723467791,10790.714143623,0.524137720666529
"Drop BTS",2003,"Age-1 recruitment",14053.9727129391,14406.9360851054,-2.44995445305803
"Drop BTS",2003,"Fishing mortality",0.250546566251825,0.22424226884155,11.7303029202144
"Drop BTS",2004,"Spawning biomass",3057.32523548793,3023.51712412367,1.11817165163441
"Drop BTS",2004,"Total biomass",10057.8462899073,9973.58679104327,0.844826446386193
"Drop BTS",2004,"Age-1 recruitment",6380.65144154211,6566.0983939321,-2.82430967774352
"Drop BTS",2004,"Fishing mortality",0.216129893324908,0.204084754120519,5.90202793750862
"Drop BTS",2005,"Spawning biomass",2701.04694064643,2661.48297546401,1.48653835275903
"Drop BTS",2005,"Total biomass",8307.42595711949,8227.47339419666,0.971775405305175
"Drop BTS",2005,"Age-1 recruitment",4589.1558553716,4652.85254025238,-1.3689813792664
"Drop BTS",2005,"Fishing mortality",0.200877345826542,0.194058638406898,3.51373557787531
"Drop BTS",2006,"Spawning biomass",2475.64605770957,2435.75481035212,1.63773657298794
"Drop BTS",2006,"Total biomass",7024.34393299637,6946.60680039035,1.11906625550848
"Drop BTS",2006,"Age-1 recruitment",11594.8739346443,11590.9403859681,0.0339364067561299
"Drop BTS",2006,"Fishing mortality",0.249008739126394,0.238701434656303,4.31807395080446
"Drop BTS",2007,"Spawning biomass",2030.39713075814,2003.04811548541,1.36536986112779
"Drop BTS",2007,"Total biomass",6390.17852930087,6366.18719013696,0.376855697882683
"Drop BTS",2007,"Age-1 recruitment",22876.8508747172,25036.384447938,-8.62558081304204
"Drop BTS",2007,"Fishing mortality",0.269328437801705,0.256168429414185,5.13724833993578
"Drop BTS",2008,"Spawning biomass",1550.03742128494,1538.33435637908,0.760762109832003
"Drop BTS",2008,"Total biomass",4972.01908510204,5045.03950984578,-1.44737072130422
"Drop BTS",2008,"Age-1 recruitment",10730.8302318772,13590.6800784302,-21.0427280316302
"Drop BTS",2008,"Fishing mortality",0.29109080866919,0.278972260041632,4.3439977242717
"Drop BTS",2009,"Spawning biomass",1604.23335376796,1629.00565520213,-1.52070076338029
"Drop BTS",2009,"Total biomass",5704.92802764359,6013.19817972243,-5.12655899348836
"Drop BTS",2009,"Age-1 recruitment",41231.2806300684,49683.6589781433,-17.0123910394628
"Drop BTS",2009,"Fishing mortality",0.283049725277545,0.266386687175334,6.25520677436959
"Drop BTS",2010,"Spawning biomass",1575.76288066104,1665.02429159893,-5.36096748787794
"Drop BTS",2010,"Total biomass",7182.38749900325,7935.48309294927,-9.49022995985151
"Drop BTS",2010,"Age-1 recruitment",21099.2268176093,23227.9455101692,-9.16447256012358
"Drop BTS",2010,"Fishing mortality",0.244736726955915,0.221648556767361,10.4165668954874
"Drop BTS",2011,"Spawning biomass",1809.03926113443,2039.95268166221,-11.319547879886
"Drop BTS",2011,"Total biomass",7666.11795499069,8760.74784947201,-12.4947083661047
"Drop BTS",2011,"Age-1 recruitment",13132.1510912886,14247.958464785,-7.83134914559307
"Drop BTS",2011,"Fishing mortality",0.344257914195279,0.300409046119624,14.5963873731665
"Drop BTS",2012,"Spawning biomass",2089.92337775418,2487.27981059655,-15.9755420821377
"Drop BTS",2012,"Total biomass",7587.91596673245,8893.49778610239,-14.6801837788742
"Drop BTS",2012,"Age-1 recruitment",10828.1168494398,12316.7753550143,-12.0864306010782
"Drop BTS",2012,"Fishing mortality",0.3675821784265,0.29833575168638,23.2109046095534
"Drop BTS",2013,"Spawning biomass",2319.81305474031,2837.64044173251,-18.2485201217405
"Drop BTS",2013,"Total biomass",8190.59293407205,9681.21176427506,-15.3970274227818
"Drop BTS",2013,"Age-1 recruitment",39894.7264450333,43507.8052051937,-8.30443811890804
"Drop BTS",2013,"Fishing mortality",0.38167477389376,0.281685168056364,35.4969367138946
"Drop BTS",2014,"Spawning biomass",2232.46644340975,2795.47329179692,-20.1399473226686
"Drop BTS",2014,"Total biomass",8914.7890798992,10539.4879779937,-15.4153494124839
"Drop BTS",2014,"Age-1 recruitment",44726.9958625657,49730.0737830813,-10.0604675197921
"Drop BTS",2014,"Fishing mortality",0.405970110648661,0.265102621487941,53.1369657418221
"Drop BTS",2015,"Spawning biomass",2081.47231496136,2610.64728217966,-20.2698760123769
"Drop BTS",2015,"Total biomass",9901.8259980553,11632.5625725174,-14.8783775171864
"Drop BTS",2015,"Age-1 recruitment",18183.7751369169,21299.535346045,-14.6283013150645
"Drop BTS",2015,"Fishing mortality",0.478733986239176,0.286921654613547,66.8518142640645
"Drop BTS",2016,"Spawning biomass",2340.80637413937,2871.80017161916,-18.4899284681221
"Drop BTS",2016,"Total biomass",10833.3057154307,12665.1699955727,-14.4637954388481
"Drop BTS",2016,"Age-1 recruitment",5681.20790049878,8098.86567790033,-29.8518073215945
"Drop BTS",2016,"Fishing mortality",0.3625576232221,0.213181425022754,70.0699876564766
"Drop BTS",2017,"Spawning biomass",2735.58904572875,3321.04206866915,-17.6285940025751
"Drop BTS",2017,"Total biomass",9854.70061916361,11687.2778834389,-15.68010346423
"Drop BTS",2017,"Age-1 recruitment",5318.205708244,8186.02613667922,-35.0331208397363
"Drop BTS",2017,"Fishing mortality",0.358772917508497,0.207661039712889,72.7685260579136
"Drop BTS",2018,"Spawning biomass",2564.88096381096,3168.01136304127,-19.0381387600612
"Drop BTS",2018,"Total biomass",8319.78938596613,10138.762374199,-17.9407793683162
"Drop BTS",2018,"Age-1 recruitment",12777.7823350706,17125.1008813844,-25.3856521863736
"Drop BTS",2018,"Fishing mortality",0.293148720870002,0.171544055520326,70.8883003732344
"Drop BTS",2019,"Spawning biomass",2379.39414700035,3080.37381258885,-22.7563181690398
"Drop BTS",2019,"Total biomass",9104.22334697042,10871.0042646151,-16.25223277113
"Drop BTS",2019,"Age-1 recruitment",92548.8677453883,83582.6962387013,10.7273059020264
"Drop BTS",2019,"Fishing mortality",0.32717169071757,0.189741570120087,72.4301588262945
"Drop BTS",2020,"Spawning biomass",1706.07371293007,2380.96743353698,-28.3453570637184
"Drop BTS",2020,"Total biomass",9966.89170711076,11508.5707103097,-13.3959206751699
"Drop BTS",2020,"Age-1 recruitment",17261.3067525118,20796.3250684703,-16.9982836117425
"Drop BTS",2020,"Fishing mortality",0.484019617273666,0.247378045491171,95.6598922562591
"Drop BTS",2021,"Spawning biomass",2070.86610781085,2593.49603123074,-20.1515605625152
"Drop BTS",2021,"Total biomass",9934.71071601416,11201.673460601,-11.3104773946771
"Drop BTS",2021,"Age-1 recruitment",7671.70460550766,10865.1985369415,-29.391951933285
"Drop BTS",2021,"Fishing mortality",0.528635158342335,0.235153902099139,124.803906557955
"Drop BTS",2022,"Spawning biomass",3166.55752448145,3569.87587806377,-11.2978256768151
"Drop BTS",2022,"Total biomass",11119.8526659634,12210.5619148794,-8.93250659977293
"Drop BTS",2022,"Age-1 recruitment",6345.91078254246,10564.0157533712,-39.928991676131
"Drop BTS",2022,"Fishing mortality",0.430649826181088,0.168211640815917,156.016660970789
"Drop BTS",2023,"Spawning biomass",3135.78837314056,3486.1153651859,-10.0492082259778
"Drop BTS",2023,"Total biomass",9642.88044623684,10880.7201206255,-11.376449910169
"Drop BTS",2023,"Age-1 recruitment",9308.70986255404,14495.2388593378,-35.7809143203086
"Drop BTS",2023,"Fishing mortality",0.449236317326038,0.168322377046655,166.8904308555
"Drop BTS",2024,"Spawning biomass",3096.58740514382,3526.27254278764,-12.1852503579924
"Drop BTS",2024,"Total biomass",8147.9295137876,9624.30470407444,-15.3400711602764
"Drop BTS",2024,"Age-1 recruitment",15059.5247614699,15784.6839550959,-4.59406850139612
"Drop BTS",2024,"Fishing mortality",0.344087816842604,0.173146061770225,98.7269091336472
"Drop ATS",1964,"Spawning biomass",1334.06235744488,1313.96044212048,1.52987218488527
"Drop ATS",1964,"Total biomass",4780.89062440138,4713.54127369633,1.42884822247951
"Drop ATS",1964,"Age-1 recruitment",5687.64949063659,5634.8318223981,0.937342407071395
"Drop ATS",1964,"Fishing mortality",0.053486403216227,0.0543003112157484,-1.4989011688855
"Drop ATS",1965,"Spawning biomass",1362.00143510972,1342.64982205308,1.44130008724428
"Drop ATS",1965,"Total biomass",5154.06767506256,5088.60349549152,1.28648615733253
"Drop ATS",1965,"Age-1 recruitment",23394.77405968,23293.2979372444,0.435645148698827
"Drop ATS",1965,"Fishing mortality",0.0658650959010276,0.0667935992206836,-1.3901082296648
"Drop ATS",1966,"Spawning biomass",1384.06007666367,1365.25847006155,1.37714630704888
"Drop ATS",1966,"Total biomass",5373.05039779059,5309.91119970155,1.18908199618455
"Drop ATS",1966,"Age-1 recruitment",15821.0553277657,15752.6324551867,0.434358338351282
"Drop ATS",1966,"Fishing mortality",0.0696879183805339,0.0706125818056261,-1.30948819806297
"Drop ATS",1967,"Spawning biomass",1493.78424548691,1475.26521737298,1.25530161599687
"Drop ATS",1967,"Total biomass",6111.13848509143,6049.7234273398,1.01517132955344
"Drop ATS",1967,"Age-1 recruitment",27157.9973891943,27115.2612370909,0.157609221352173
"Drop ATS",1967,"Fishing mortality",0.1318496872992,0.133575669485216,-1.29213815110774
"Drop ATS",1968,"Spawning biomass",1658.95825298295,1640.4339595087,1.12923128461719
"Drop ATS",1968,"Total biomass",6755.15106181546,6695.09110460443,0.897074532260267
"Drop ATS",1968,"Age-1 recruitment",22409.2768403725,22388.337635434,0.0935272876418924
"Drop ATS",1968,"Fishing mortality",0.140458972803651,0.142129722798232,-1.17551062626968
"Drop ATS",1969,"Spawning biomass",1880.34483593037,1862.08336951357,0.98070079545165
"Drop ATS",1969,"Total biomass",7339.74014841237,7283.36789170734,0.773986122123671
"Drop ATS",1969,"Age-1 recruitment",26260.6302743298,26267.8500053566,-0.0274850474071275
"Drop ATS",1969,"Fishing mortality",0.149905617523017,0.151654026941367,-1.15289349950852
"Drop ATS",1970,"Spawning biomass",1991.4591466927,1974.74463999399,0.846413574707272
"Drop ATS",1970,"Total biomass",8041.22535640528,7988.66852048782,0.657892310623054
"Drop ATS",1970,"Age-1 recruitment",23315.5267906769,23326.6571303842,-0.0477151082775684
"Drop ATS",1970,"Fishing mortality",0.217196692188324,0.219763993845421,-1.16820850048031
"Drop ATS",1971,"Spawning biomass",2102.77902668104,2087.35341165386,0.739003512345127
"Drop ATS",1971,"Total biomass",7968.27796720123,7920.36876064456,0.604886060289522
"Drop ATS",1971,"Age-1 recruitment",13603.8894174773,13590.5333376988,0.0982748759494445
"Drop ATS",1971,"Fishing mortality",0.309880957701246,0.313574592371676,-1.17791261163537
"Drop ATS",1972,"Spawning biomass",1964.79501724713,1951.63936455024,0.674082155538169
"Drop ATS",1972,"Total biomass",7231.857009678,7190.2652918406,0.578444829909119
"Drop ATS",1972,"Age-1 recruitment",10871.8704506291,10858.3652866725,0.124375664292287
"Drop ATS",1972,"Fishing mortality",0.353320312739057,0.357311728032059,-1.11706808925238
"Drop ATS",1973,"Spawning biomass",1684.59720531562,1673.22923984101,0.67940275031797
"Drop ATS",1973,"Total biomass",6483.20183840007,6449.15204227572,0.527973226575207
"Drop ATS",1973,"Age-1 recruitment",26681.2064697883,26722.9261033214,-0.156119256446086
"Drop ATS",1973,"Fishing mortality",0.407895829808434,0.41256227980677,-1.13108983218769
"Drop ATS",1974,"Spawning biomass",1282.0466710649,1272.11051866407,0.781076192284669
"Drop ATS",1974,"Total biomass",5447.560826017,5419.62722522438,0.515415537485731
"Drop ATS",1974,"Age-1 recruitment",19177.7542687493,19195.2134652431,-0.0909559902802726
"Drop ATS",1974,"Fishing mortality",0.444470434937936,0.449463192180217,-1.11082672155264
"Drop ATS",1975,"Spawning biomass",1187.54569104024,1178.60822635665,0.758306660663588
"Drop ATS",1975,"Total biomass",4671.66758746591,4649.41200847056,0.478675130421036
"Drop ATS",1975,"Age-1 recruitment",16283.3207410097,16293.7585534832,-0.0640601886871095
"Drop ATS",1975,"Fishing mortality",0.373774581781411,0.377370530876359,-0.952896106274448
"Drop ATS",1976,"Spawning biomass",1107.62310195043,1100.87232601873,0.613220604437203
"Drop ATS",1976,"Total biomass",4259.6041869382,4242.46894077309,0.403897975549783
"Drop ATS",1976,"Age-1 recruitment",12774.2682025132,12775.3998160117,-0.00885775408006051
"Drop ATS",1976,"Fishing mortality",0.346089335141875,0.349003094290249,-0.834880605944166
"Drop ATS",1977,"Spawning biomass",1286.28715586405,1280.52260345231,0.450171859223891
"Drop ATS",1977,"Total biomass",3981.90640587065,3968.54654152988,0.336643761159494
"Drop ATS",1977,"Age-1 recruitment",13804.816990333,13803.6030717259,0.00879421554491611
"Drop ATS",1977,"Fishing mortality",0.325524457444968,0.327913585889457,-0.728584769676055
"Drop ATS",1978,"Spawning biomass",1136.23234351912,1131.88130291186,0.384407852313307
"Drop ATS",1978,"Total biomass",4242.21010605785,4231.78437061717,0.246367360139166
"Drop ATS",1978,"Age-1 recruitment",26204.0861556878,26202.4122163677,0.00638849319003487
"Drop ATS",1978,"Fishing mortality",0.366176018412583,0.368543302645516,-0.642335436823815
"Drop ATS",1979,"Spawning biomass",1041.16223744075,1037.76216083048,0.327635438890206
"Drop ATS",1979,"Total biomass",5440.35056996639,5432.33191518452,0.147609809324334
"Drop ATS",1979,"Age-1 recruitment",61988.4618760763,62002.8294759874,-0.0231724907275077
"Drop ATS",1979,"Fishing mortality",0.38347185379306,0.385556905070987,-0.540789504870387
"Drop ATS",1980,"Spawning biomass",1232.09801035177,1229.18770992026,0.236766151176449
"Drop ATS",1980,"Total biomass",6192.05884076757,6186.0951027763,0.0964055335746838
"Drop ATS",1980,"Age-1 recruitment",29624.9476410512,29638.7486038076,-0.0465639185408762
"Drop ATS",1980,"Fishing mortality",0.350976340644426,0.35240668258246,-0.405878210808175
"Drop ATS",1981,"Spawning biomass",1888.58155010116,1886.27720830621,0.12216347548506
"Drop ATS",1981,"Total biomass",7704.53031615751,7700.53187308036,0.0519242455332858
"Drop ATS",1981,"Age-1 recruitment",33796.2010159785,33817.0595579556,-0.0616805312164348
"Drop ATS",1981,"Fishing mortality",0.249579794555145,0.250245567974278,-0.266048036143995
"Drop ATS",1982,"Spawning biomass",2629.9451860532,2628.41908545053,0.0580615401524209
"Drop ATS",1982,"Total biomass",9298.199432432,9295.94731590317,0.0242268641623689
"Drop ATS",1982,"Age-1 recruitment",18893.1027712994,18903.016446215,-0.0524449362025781
"Drop ATS",1982,"Fishing mortality",0.15918497746911,0.159440617420594,-0.160335525300792
"Drop ATS",1983,"Spawning biomass",3536.38863929373,3535.74369929496,0.0182405754947546
"Drop ATS",1983,"Total biomass",10646.7458928992,10646.7822571834,-0.000341551872418133
"Drop ATS",1983,"Age-1 recruitment",51916.271883936,51935.4354176572,-0.0368987639500773
"Drop ATS",1983,"Fishing mortality",0.131492931751757,0.131610401598134,-0.0892557464692523
"Drop ATS",1984,"Spawning biomass",3672.50802719246,3672.65287111075,-0.00394384994655272
"Drop ATS",1984,"Total biomass",10379.0480024195,10380.0018958882,-0.00918972345341773
"Drop ATS",1984,"Age-1 recruitment",14219.697751093,14221.9210816994,-0.0156331243414742
"Drop ATS",1984,"Fishing mortality",0.12862882792214,0.128668708456792,-0.0309947423350665
"Drop ATS",1985,"Spawning biomass",4199.55013434873,4200.48484101069,-0.022252351748453
"Drop ATS",1985,"Total biomass",12232.2239699472,12234.4637462911,-0.0183071067958451
"Drop ATS",1985,"Age-1 recruitment",32627.4460480078,32618.1786249284,0.0284118349647144
"Drop ATS",1985,"Fishing mortality",0.130052294266279,0.130051995142995,0.000230002841350441
"Drop ATS",1986,"Spawning biomass",4090.54250124908,4091.82607299569,-0.0313691668148097
"Drop ATS",1986,"Total biomass",11063.1998982053,11065.7909060193,-0.0234145741234704
"Drop ATS",1986,"Age-1 recruitment",12646.6632212073,12646.5349603173,0.00101419788447465
"Drop ATS",1986,"Fishing mortality",0.121732346452048,0.121707717262534,0.0202363416778262
"Drop ATS",1987,"Spawning biomass",4110.37443058284,4111.67289570754,-0.0315799714042497
"Drop ATS",1987,"Total biomass",10667.7947499987,10670.3298283546,-0.0237582005126247
"Drop ATS",1987,"Age-1 recruitment",7201.70069267581,7215.04123067866,-0.184898984999926
"Drop ATS",1987,"Fishing mortality",0.0909996441897641,0.0909700236778761,0.032560738901144
"Drop ATS",1988,"Spawning biomass",3870.66478162769,3871.73405333278,-0.0276173851397332
"Drop ATS",1988,"Total biomass",9605.24468537234,9607.96423637365,-0.02830517406609
"Drop ATS",1988,"Age-1 recruitment",5590.85222328482,5596.45361579713,-0.100088250468122
"Drop ATS",1988,"Fishing mortality",0.128398488190968,0.128334850047685,0.0495875775439192
"Drop ATS",1989,"Spawning biomass",3348.61948294927,3349.64715467594,-0.0306799993914475
"Drop ATS",1989,"Total biomass",8170.51522425305,8173.98573060106,-0.0424579447823481
"Drop ATS",1989,"Age-1 recruitment",11749.7540902617,11776.1136273517,-0.223839017898231
"Drop ATS",1989,"Fishing mortality",0.135777954349935,0.135686822167975,0.0671636202421277
"Drop ATS",1990,"Spawning biomass",2838.5547879597,2839.7756115145,-0.0429901415397005
"Drop ATS",1990,"Total biomass",7816.12370486312,7820.11459556172,-0.0510336600547778
"Drop ATS",1990,"Age-1 recruitment",50286.0707392458,50239.4817233119,0.0927338705252856
"Drop ATS",1990,"Fishing mortality",0.2074951854706,0.207252815389894,0.116944168043887
"Drop ATS",1991,"Spawning biomass",2288.38732072521,2290.05047302166,-0.0726251371333309
"Drop ATS",1991,"Total biomass",8913.98573291649,8914.29766156307,-0.00349919487122596
"Drop ATS",1991,"Age-1 recruitment",27287.581409569,27208.9033345696,0.289162977397273
"Drop ATS",1991,"Fishing mortality",0.249961166040349,0.249554833560426,0.16282292517682
"Drop ATS",1992,"Spawning biomass",2170.03799271379,2171.41522840618,-0.0634257176782449
"Drop ATS",1992,"Total biomass",9823.85452642317,9819.51557580279,0.0441870129629818
"Drop ATS",1992,"Age-1 recruitment",23619.4476504765,23530.4983651714,0.378017005524933
"Drop ATS",1992,"Fishing mortality",0.334828972668622,0.33396449744281,0.258852432648338
"Drop ATS",1993,"Spawning biomass",2842.62936824786,2842.34302871011,0.0100740668826926
"Drop ATS",1993,"Total biomass",10423.1134417096,10420.8974712639,0.021264679475097
"Drop ATS",1993,"Age-1 recruitment",45365.8138467646,45925.737105197,-1.21919275274733
"Drop ATS",1993,"Fishing mortality",0.216462502285858,0.215755082568009,0.32788090525111
"Drop ATS",1994,"Spawning biomass",3304.27557066595,3301.20258303486,0.0930869146561708
"Drop ATS",1994,"Total biomass",10614.1194094096,10617.7321693179,-0.0340257208475747
"Drop ATS",1994,"Age-1 recruitment",16167.6933742559,15825.9383868913,2.15946112647352
"Drop ATS",1994,"Fishing mortality",0.169793821910456,0.16914743317745,0.382145162278702
"Drop ATS",1995,"Spawning biomass",3528.19777807069,3528.91685789726,-0.0203767857256953
"Drop ATS",1995,"Total biomass",8879.32414101772,8876.82056020935,0.0282035757216192
"Drop ATS",1995,"Age-1 recruitment",11312.5645260244,11094.2620374502,1.96770625966227
"Drop ATS",1995,"Fishing mortality",0.167827930452687,0.167263725114407,0.337314822980184
"Drop ATS",1996,"Spawning biomass",3462.80860678383,3465.53898744885,-0.0787866093819645
"Drop ATS",1996,"Total biomass",9263.04518548342,9267.98562905818,-0.0533065519574771
"Drop ATS",1996,"Age-1 recruitment",22279.8125192434,22577.658010365,-1.31920454718933
"Drop ATS",1996,"Fishing mortality",0.196267432815682,0.195617850248373,0.332067122956681
"Drop ATS",1997,"Spawning biomass",3370.07213004661,3369.53286749173,0.0160040746324475
"Drop ATS",1997,"Total biomass",8646.85474096434,8654.17725017381,-0.0846124247030566
"Drop ATS",1997,"Age-1 recruitment",29616.3341536803,30234.0197975292,-2.04301527876672
"Drop ATS",1997,"Fishing mortality",0.199863237352615,0.198886480534429,0.491112726999576
"Drop ATS",1998,"Spawning biomass",2864.16876145544,2864.03816096318,0.00456001229447445
"Drop ATS",1998,"Total biomass",8788.17063362538,8809.66289016045,-0.243962303700385
"Drop ATS",1998,"Age-1 recruitment",14889.8068196509,14874.188337645,0.105003927954184
"Drop ATS",1998,"Fishing mortality",0.168936999390632,0.168176666785922,0.452103504749868
"Drop ATS",1999,"Spawning biomass",2974.20353902992,2984.76099943692,-0.353712086461733
"Drop ATS",1999,"Total biomass",8827.73111976018,8872.90900676027,-0.509166576211673
"Drop ATS",1999,"Age-1 recruitment",16172.7840506216,16129.311930025,0.269522474270456
"Drop ATS",1999,"Fishing mortality",0.136229363933063,0.135576051035732,0.481879279076747
"Drop ATS",2000,"Spawning biomass",2852.75106762713,2872.05009426534,-0.67195995908117
"Drop ATS",2000,"Total biomass",9127.39804648078,9192.93324855298,-0.712886739197349
"Drop ATS",2000,"Age-1 recruitment",24324.3960098045,24679.909979727,-1.44049945974073
"Drop ATS",2000,"Fishing mortality",0.152535932834204,0.151869528935707,0.438800267023098
"Drop ATS",2001,"Spawning biomass",2887.80186213981,2911.08758517124,-0.799897713488518
"Drop ATS",2001,"Total biomass",8982.33788084345,9053.99415323545,-0.791432722169327
"Drop ATS",2001,"Age-1 recruitment",34249.4275911134,34466.484729209,-0.629762912582954
"Drop ATS",2001,"Fishing mortality",0.177016172942126,0.175950725817317,0.605537214956309
"Drop ATS",2002,"Spawning biomass",2682.56693520386,2706.15981938083,-0.87182153869878
"Drop ATS",2002,"Total biomass",9425.3022704856,9500.67173584833,-0.793306699339369
"Drop ATS",2002,"Age-1 recruitment",23239.9447809865,23035.815664057,0.886138003126757
"Drop ATS",2002,"Fishing mortality",0.208905062126044,0.207705372256696,0.577592123070358
"Drop ATS",2003,"Spawning biomass",2706.93209131247,2732.41499367157,-0.932614643753549
"Drop ATS",2003,"Total biomass",10725.5978180727,10790.714143623,-0.603447785602318
"Drop ATS",2003,"Age-1 recruitment",14717.4349723136,14406.9360851054,2.15520416953361
"Drop ATS",2003,"Fishing mortality",0.22537411994512,0.22424226884155,0.504744760841436
"Drop ATS",2004,"Spawning biomass",2999.12689685038,3023.51712412367,-0.806683946940079
