EBS	pollock	dW												
1	3													
1964	2024													
1	15													
1														
0.0066	0.282639	0.35107	0.508227	0.641091	0.74171	0.880134	0.959955	1.061691	1.074204	1.21628	1.267985	1.217488	1.075505	1.342282
0.0066	0.174065	0.305522	0.448377	0.606399	0.755331	0.857665	0.958631	1.06031	1.116617	1.190103	1.218201	1.279677	1.384137	1.417078
0.006633333	0.154728	0.349006	0.507433	0.642345	0.782934	0.960534	1.100324	1.192178	1.266491	1.326893	1.487726	1.443788	1.728544	1.511781
0.006611111	0.2076326	0.328222	0.518714	0.652689	0.773937	0.899905	1.054227	1.116566	1.288861	1.452421	1.527705	1.56043	1.873552	1.644688
0.006604444	0.135797	0.339606	0.52513	0.704768	0.878626	0.999417	1.130492	1.398287	1.479225	1.557881	1.576152	1.806939	2.025702	2.222079
0.0497677	0.174856	0.380773	0.489989	0.66753	0.909047	1.114265	1.276856	1.373608	1.585756	1.679019	1.923453	1.947904	2.077039	2.271161
0.030688207	0.204737208	0.290306	0.508277	0.665552	0.809441	0.971459	1.223768	1.342173	1.513015	1.58174	1.623338	2.079569	1.707231	2.242237
0.029020117	0.141972725	0.270608	0.409476	0.643213	0.824138	0.97392	1.169735	1.302818	1.509451	1.598869	1.636675	1.680013	2.031152	2.062133
0.0949551	0.1439405	0.289565	0.442138	0.564462	0.780572	1.130108	1.281472	1.439581	1.684725	1.827352	1.785734	1.933904	2.159083	2.182183
0.014342609	0.19287	0.318821	0.454132	0.616879	0.751256	0.893856	1.156345	1.306716	1.386355	1.669198	1.773348	1.704242	1.623389	2.215234
0.025182262	0.181323803	0.403995	0.462211	0.57058	0.690256	0.786074	0.886708	1.140721	1.195296	1.315406	1.670917	1.389203	1.559162	2.600077
0.025182262	0.181323803	0.408559	0.531117	0.557025	0.645972	0.731821	0.799736	0.940505	1.043411	1.177987	0.78776	0.911178	1.683923	1.42947
0.025182262	0.191119721	0.408307	0.498516	0.650287	0.693721	0.751852	0.827407	0.893922	0.911155	1.027504	0.961318	1.359364	0.701148	1.539997
0.025182262	0.186221762	0.377245	0.466753	0.573182	0.7337	0.808813	0.85317	0.906351	1.038827	0.935594	1.110072	1.359364	1.402203	1.129641
0.025182262	0.186221762	0.421912	0.565247	0.643225	0.759398	0.878483	0.962276	1.006798	1.064675	1.034985	1.181892	0.754173	1.402203	1.539997
0.025182262	0.186221762	0.387279	0.521579	0.631983	0.715572	0.799211	0.955081	1.005954	1.040258	1.189235	1.072451	1.208377	0.960739	1.539997
0.025182262	0.186221762	0.393063	0.479856	0.573715	0.689782	0.756873	0.841316	1.010658	1.129811	1.159749	1.26933	1.2145	1.402203	1.539997
0.025182262	0.186221762	0.440141	0.50607	0.573913	0.724034	0.837484	0.883259	0.983697	0.972326	1.271469	1.044234	1.234535	0.910308	1.539997
0.025182262	0.186221762	0.492447	0.481642	0.524421	0.605881	0.79623	0.919782	0.955355	1.045836	1.088177	1.267231	1.354656	1.325267	0.950582
0.025182262	0.186221762	0.492447	0.481642	0.524421	0.605881	0.79623	0.919782	0.955355	1.045836	1.088177	1.267231	1.354656	1.325267	0.950582
